date,currency,category,score_precise,coverage
2023-11-17,CHF,growth,-0.5,2
2023-11-17,CHF,inflation,0.0,2
2023-11-17,CHF,labour,0.0,1
2023-11-18,USD,growth,-0.25,4
2023-11-18,USD,inflation,-1.0,4
2023-11-18,USD,labour,-0.3333333333333333,6
2023-11-18,EUR,growth,0.0,3
2023-11-18,EUR,inflation,-0.3333333333333333,3
2023-11-18,EUR,labour,0.5,2
2023-11-18,GBP,growth,-0.6666666666666666,3
2023-11-18,GBP,inflation,0.0,3
2023-11-18,GBP,labour,0.3333333333333333,3
2023-11-18,JPY,growth,-0.5,2
2023-11-18,JPY,inflation,0.5,2
2023-11-18,JPY,labour,0.0,2
2023-11-18,AUD,growth,0.0,2
2023-11-18,AUD,inflation,1.6666666666666667,3
2023-11-18,AUD,labour,0.3333333333333333,3
2023-11-18,NZD,growth,0.0,2
2023-11-18,NZD,inflation,0.5,2
2023-11-18,NZD,labour,-1.3333333333333333,3
2023-11-18,CAD,growth,0.0,2
2023-11-18,CAD,inflation,-1.0,3
2023-11-18,CAD,labour,-0.5,2
2023-11-18,CHF,growth,-0.5,2
2023-11-18,CHF,inflation,0.0,2
2023-11-18,CHF,labour,0.0,1
2023-11-19,USD,growth,-0.25,4
2023-11-19,USD,inflation,-1.0,4
2023-11-19,USD,labour,-0.3333333333333333,6
2023-11-19,EUR,growth,0.0,3
2023-11-19,EUR,inflation,-0.3333333333333333,3
2023-11-19,EUR,labour,0.5,2
2023-11-19,GBP,growth,-0.6666666666666666,3
2023-11-19,GBP,inflation,0.0,3
2023-11-19,GBP,labour,0.3333333333333333,3
2023-11-19,JPY,growth,-0.5,2
2023-11-19,JPY,inflation,0.5,2
2023-11-19,JPY,labour,0.0,2
2023-11-19,AUD,growth,0.0,2
2023-11-19,AUD,inflation,1.6666666666666667,3
2023-11-19,AUD,labour,0.3333333333333333,3
2023-11-19,NZD,growth,0.0,2
2023-11-19,NZD,inflation,0.5,2
2023-11-19,NZD,labour,-1.3333333333333333,3
2023-11-19,CAD,growth,0.0,2
2023-11-19,CAD,inflation,-1.0,3
2023-11-19,CAD,labour,-0.5,2
2023-11-19,CHF,growth,-0.5,2
2023-11-19,CHF,inflation,0.0,2
2023-11-19,CHF,labour,0.0,1
2023-11-20,USD,growth,-0.25,4
2023-11-20,USD,inflation,-1.0,4
2023-11-20,USD,labour,-0.3333333333333333,6
2023-11-20,EUR,growth,0.0,3
2023-11-20,EUR,inflation,-0.3333333333333333,3
2023-11-20,EUR,labour,0.5,2
2023-11-20,GBP,growth,-0.6666666666666666,3
2023-11-20,GBP,inflation,0.0,3
2023-11-20,GBP,labour,0.3333333333333333,3
2023-11-20,JPY,growth,-0.5,2
2023-11-20,JPY,inflation,0.5,2
2023-11-20,JPY,labour,0.0,2
2023-11-20,AUD,growth,0.0,2
2023-11-20,AUD,inflation,1.6666666666666667,3
2023-11-20,AUD,labour,0.3333333333333333,3
2023-11-20,NZD,growth,0.0,2
2023-11-20,NZD,inflation,0.5,2
2023-11-20,NZD,labour,-1.3333333333333333,3
2023-11-20,CAD,growth,0.0,2
2023-11-20,CAD,inflation,-1.0,3
2023-11-20,CAD,labour,-0.5,2
2023-11-20,CHF,growth,-0.5,2
2023-11-20,CHF,inflation,0.0,2
2023-11-20,CHF,labour,0.0,1
2023-11-21,USD,growth,-0.25,4
2023-11-21,USD,inflation,-1.0,4
2023-11-21,USD,labour,-0.3333333333333333,6
2023-11-21,EUR,growth,0.0,3
2023-11-21,EUR,inflation,-0.3333333333333333,3
2023-11-21,EUR,labour,0.5,2
2023-11-21,GBP,growth,-0.6666666666666666,3
2023-11-21,GBP,inflation,0.0,3
2023-11-21,GBP,labour,0.3333333333333333,3
2023-11-21,JPY,growth,-0.5,2
2023-11-21,JPY,inflation,0.5,2
2023-11-21,JPY,labour,0.0,2
2023-11-21,AUD,growth,0.0,2
2023-11-21,AUD,inflation,1.6666666666666667,3
2023-11-21,AUD,labour,0.3333333333333333,3
2023-11-21,NZD,growth,0.0,2
2023-11-21,NZD,inflation,0.5,2
2023-11-21,NZD,labour,-1.3333333333333333,3
2023-11-21,CAD,growth,0.0,2
2023-11-21,CAD,inflation,-0.3333333333333333,3
2023-11-21,CAD,labour,-0.5,2
2023-11-21,CHF,growth,-0.5,2
2023-11-21,CHF,inflation,0.0,2
2023-11-21,CHF,labour,0.0,1
2023-11-22,USD,growth,-0.25,4
2023-11-22,USD,inflation,-1.0,4
2023-11-22,USD,labour,0.16666666666666666,6
2023-11-22,EUR,growth,0.0,3
2023-11-22,EUR,inflation,-0.3333333333333333,3
2023-11-22,EUR,labour,0.5,2
2023-11-22,GBP,growth,-0.6666666666666666,3
2023-11-22,GBP,inflation,0.0,3
2023-11-22,GBP,labour,0.3333333333333333,3
2023-11-22,JPY,growth,-0.5,2
2023-11-22,JPY,inflation,0.5,2
2023-11-22,JPY,labour,0.0,2
2023-11-22,AUD,growth,0.0,2
2023-11-22,AUD,inflation,1.6666666666666667,3
2023-11-22,AUD,labour,0.3333333333333333,3
2023-11-22,NZD,growth,0.0,2
2023-11-22,NZD,inflation,0.5,2
2023-11-22,NZD,labour,-1.3333333333333333,3
2023-11-22,CAD,growth,0.0,2
2023-11-22,CAD,inflation,-0.3333333333333333,3
2023-11-22,CAD,labour,-0.5,2
2023-11-22,CHF,growth,-0.5,2
2023-11-22,CHF,inflation,0.0,2
2023-11-22,CHF,labour,0.0,1
2023-11-23,USD,growth,-0.25,4
2023-11-23,USD,inflation,-1.0,4
2023-11-23,USD,labour,0.16666666666666666,6
2023-11-23,EUR,growth,0.0,3
2023-11-23,EUR,inflation,-0.3333333333333333,3
2023-11-23,EUR,labour,0.5,2
2023-11-23,GBP,growth,-0.6666666666666666,3
2023-11-23,GBP,inflation,0.0,3
2023-11-23,GBP,labour,0.3333333333333333,3
2023-11-23,JPY,growth,-0.5,2
2023-11-23,JPY,inflation,-0.5,2
2023-11-23,JPY,labour,0.0,2
2023-11-23,AUD,growth,0.0,2
2023-11-23,AUD,inflation,1.6666666666666667,3
2023-11-23,AUD,labour,0.3333333333333333,3
2023-11-23,NZD,growth,2.0,2
2023-11-23,NZD,inflation,0.5,2
2023-11-23,NZD,labour,-1.3333333333333333,3
2023-11-23,CAD,growth,0.0,2
2023-11-23,CAD,inflation,-0.3333333333333333,3
2023-11-23,CAD,labour,-0.5,2
2023-11-23,CHF,growth,-0.5,2
2023-11-23,CHF,inflation,0.0,2
2023-11-23,CHF,labour,0.0,1
2023-11-24,USD,growth,-0.25,4
2023-11-24,USD,inflation,-1.0,4
2023-11-24,USD,labour,0.16666666666666666,6
2023-11-24,EUR,growth,0.0,3
2023-11-24,EUR,inflation,-0.3333333333333333,3
2023-11-24,EUR,labour,0.5,2
2023-11-24,GBP,growth,-0.6666666666666666,3
2023-11-24,GBP,inflation,0.0,3
2023-11-24,GBP,labour,0.3333333333333333,3
2023-11-24,JPY,growth,-0.5,2
2023-11-24,JPY,inflation,-0.5,2
2023-11-24,JPY,labour,0.0,2
2023-11-24,AUD,growth,0.0,2
2023-11-24,AUD,inflation,1.6666666666666667,3
2023-11-24,AUD,labour,0.3333333333333333,3
2023-11-24,NZD,growth,2.0,2
2023-11-24,NZD,inflation,0.5,2
2023-11-24,NZD,labour,-1.3333333333333333,3
2023-11-24,CAD,growth,1.0,2
2023-11-24,CAD,inflation,-0.3333333333333333,3
2023-11-24,CAD,labour,-0.5,2
2023-11-24,CHF,growth,-0.5,2
2023-11-24,CHF,inflation,0.0,2
2023-11-24,CHF,labour,0.0,1
2023-11-25,USD,growth,-0.25,4
2023-11-25,USD,inflation,-1.0,4
2023-11-25,USD,labour,0.16666666666666666,6
2023-11-25,EUR,growth,0.0,3
2023-11-25,EUR,inflation,-0.3333333333333333,3
2023-11-25,EUR,labour,0.5,2
2023-11-25,GBP,growth,-0.6666666666666666,3
2023-11-25,GBP,inflation,0.0,3
2023-11-25,GBP,labour,0.3333333333333333,3
2023-11-25,JPY,growth,-0.5,2
2023-11-25,JPY,inflation,-0.5,2
2023-11-25,JPY,labour,0.0,2
2023-11-25,AUD,growth,0.0,2
2023-11-25,AUD,inflation,1.6666666666666667,3
2023-11-25,AUD,labour,0.3333333333333333,3
2023-11-25,NZD,growth,2.0,2
2023-11-25,NZD,inflation,0.5,2
2023-11-25,NZD,labour,-1.3333333333333333,3
2023-11-25,CAD,growth,1.0,2
2023-11-25,CAD,inflation,-0.3333333333333333,3
2023-11-25,CAD,labour,-0.5,2
2023-11-25,CHF,growth,-0.5,2
2023-11-25,CHF,inflation,0.0,2
2023-11-25,CHF,labour,0.0,1
2023-11-26,USD,growth,-0.25,4
2023-11-26,USD,inflation,-1.0,4
2023-11-26,USD,labour,0.16666666666666666,6
2023-11-26,EUR,growth,0.0,3
2023-11-26,EUR,inflation,-0.3333333333333333,3
2023-11-26,EUR,labour,0.5,2
2023-11-26,GBP,growth,-0.6666666666666666,3
2023-11-26,GBP,inflation,0.0,3
2023-11-26,GBP,labour,0.3333333333333333,3
2023-11-26,JPY,growth,-0.5,2
2023-11-26,JPY,inflation,-0.5,2
2023-11-26,JPY,labour,0.0,2
2023-11-26,AUD,growth,0.0,2
2023-11-26,AUD,inflation,1.6666666666666667,3
2023-11-26,AUD,labour,0.3333333333333333,3
2023-11-26,NZD,growth,2.0,2
2023-11-26,NZD,inflation,0.5,2
2023-11-26,NZD,labour,-1.3333333333333333,3
2023-11-26,CAD,growth,1.0,2
2023-11-26,CAD,inflation,-0.3333333333333333,3
2023-11-26,CAD,labour,-0.5,2
2023-11-26,CHF,growth,-0.5,2
2023-11-26,CHF,inflation,0.0,2
2023-11-26,CHF,labour,0.0,1
2023-11-27,USD,growth,-0.25,4
2023-11-27,USD,inflation,-1.0,4
2023-11-27,USD,labour,0.16666666666666666,6
2023-11-27,EUR,growth,0.0,3
2023-11-27,EUR,inflation,-0.3333333333333333,3
2023-11-27,EUR,labour,0.5,2
2023-11-27,GBP,growth,-0.6666666666666666,3
2023-11-27,GBP,inflation,0.0,3
2023-11-27,GBP,labour,0.3333333333333333,3
2023-11-27,JPY,growth,-0.5,2
2023-11-27,JPY,inflation,-0.5,2
2023-11-27,JPY,labour,0.0,2
2023-11-27,AUD,growth,0.0,2
2023-11-27,AUD,inflation,1.6666666666666667,3
2023-11-27,AUD,labour,0.3333333333333333,3
2023-11-27,NZD,growth,2.0,2
2023-11-27,NZD,inflation,0.5,2
2023-11-27,NZD,labour,-1.3333333333333333,3
2023-11-27,CAD,growth,1.0,2
2023-11-27,CAD,inflation,-0.3333333333333333,3
2023-11-27,CAD,labour,-0.5,2
2023-11-27,CHF,growth,-0.5,2
2023-11-27,CHF,inflation,0.0,2
2023-11-27,CHF,labour,0.0,1
2023-11-28,USD,growth,-0.25,4
2023-11-28,USD,inflation,-1.0,4
2023-11-28,USD,labour,0.16666666666666666,6
2023-11-28,EUR,growth,0.0,3
2023-11-28,EUR,inflation,-0.3333333333333333,3
2023-11-28,EUR,labour,0.5,2
2023-11-28,GBP,growth,-0.6666666666666666,3
2023-11-28,GBP,inflation,0.0,3
2023-11-28,GBP,labour,0.3333333333333333,3
2023-11-28,JPY,growth,-0.5,2
2023-11-28,JPY,inflation,-1.5,2
2023-11-28,JPY,labour,0.0,2
2023-11-28,AUD,growth,0.0,2
2023-11-28,AUD,inflation,1.6666666666666667,3
2023-11-28,AUD,labour,0.3333333333333333,3
2023-11-28,NZD,growth,2.0,2
2023-11-28,NZD,inflation,0.5,2
2023-11-28,NZD,labour,-1.3333333333333333,3
2023-11-28,CAD,growth,1.0,2
2023-11-28,CAD,inflation,-0.3333333333333333,3
2023-11-28,CAD,labour,-0.5,2
2023-11-28,CHF,growth,-0.5,2
2023-11-28,CHF,inflation,0.0,2
2023-11-28,CHF,labour,0.0,1
2023-11-29,USD,growth,-0.25,4
2023-11-29,USD,inflation,-1.0,4
2023-11-29,USD,labour,0.16666666666666666,6
2023-11-29,EUR,growth,0.0,3
2023-11-29,EUR,inflation,-0.3333333333333333,3
2023-11-29,EUR,labour,0.5,2
2023-11-29,GBP,growth,-0.6666666666666666,3
2023-11-29,GBP,inflation,0.0,3
2023-11-29,GBP,labour,0.3333333333333333,3
2023-11-29,JPY,growth,-1.0,2
2023-11-29,JPY,inflation,-1.5,2
2023-11-29,JPY,labour,0.0,2
2023-11-29,AUD,growth,0.0,2
2023-11-29,AUD,inflation,1.0,3
2023-11-29,AUD,labour,0.3333333333333333,3
2023-11-29,NZD,growth,2.0,2
2023-11-29,NZD,inflation,0.5,2
2023-11-29,NZD,labour,-1.3333333333333333,3
2023-11-29,CAD,growth,1.0,2
2023-11-29,CAD,inflation,-0.3333333333333333,3
2023-11-29,CAD,labour,-0.5,2
2023-11-29,CHF,growth,-0.5,2
2023-11-29,CHF,inflation,0.0,2
2023-11-29,CHF,labour,0.0,1
2023-11-30,USD,growth,-0.25,4
2023-11-30,USD,inflation,-1.0,4
2023-11-30,USD,labour,-0.16666666666666666,6
2023-11-30,EUR,growth,0.0,3
2023-11-30,EUR,inflation,-1.0,3
2023-11-30,EUR,labour,1.0,2
2023-11-30,GBP,growth,-0.6666666666666666,3
2023-11-30,GBP,inflation,0.0,3
2023-11-30,GBP,labour,0.3333333333333333,3
2023-11-30,JPY,growth,-1.0,2
2023-11-30,JPY,inflation,-1.5,2
2023-11-30,JPY,labour,0.0,2
2023-11-30,AUD,growth,0.0,2
2023-11-30,AUD,inflation,1.0,3
2023-11-30,AUD,labour,0.3333333333333333,3
2023-11-30,NZD,growth,2.0,2
2023-11-30,NZD,inflation,0.5,2
2023-11-30,NZD,labour,-1.3333333333333333,3
2023-11-30,CAD,growth,2.0,1
2023-11-30,CAD,inflation,-0.3333333333333333,3
2023-11-30,CAD,labour,-0.5,2
2023-11-30,CHF,growth,-0.5,2
2023-11-30,CHF,inflation,0.0,2
2023-11-30,CHF,labour,0.0,1
2023-12-01,USD,growth,-0.25,4
2023-12-01,USD,inflation,-1.0,4
2023-12-01,USD,labour,-0.16666666666666666,6
2023-12-01,EUR,growth,0.0,3
2023-12-01,EUR,inflation,-1.0,3
2023-12-01,EUR,labour,1.0,2
2023-12-01,GBP,growth,-0.6666666666666666,3
2023-12-01,GBP,inflation,0.0,3
2023-12-01,GBP,labour,0.3333333333333333,3
2023-12-01,JPY,growth,-0.5,2
2023-12-01,JPY,inflation,-1.5,2
2023-12-01,JPY,labour,0.0,2
2023-12-01,AUD,growth,0.0,2
2023-12-01,AUD,inflation,1.0,3
2023-12-01,AUD,labour,0.3333333333333333,3
2023-12-01,NZD,growth,2.0,2
2023-12-01,NZD,inflation,0.5,2
2023-12-01,NZD,labour,-1.3333333333333333,3
2023-12-01,CAD,growth,2.0,1
2023-12-01,CAD,inflation,-0.3333333333333333,3
2023-12-01,CAD,labour,-0.5,2
2023-12-01,CHF,growth,-0.5,2
2023-12-01,CHF,inflation,0.0,2
2023-12-01,CHF,labour,0.0,1
2023-12-02,USD,growth,-0.25,4
2023-12-02,USD,inflation,-1.0,4
2023-12-02,USD,labour,-0.16666666666666666,6
2023-12-02,EUR,growth,0.0,3
2023-12-02,EUR,inflation,-1.0,3
2023-12-02,EUR,labour,1.0,2
2023-12-02,GBP,growth,-0.6666666666666666,3
2023-12-02,GBP,inflation,0.0,3
2023-12-02,GBP,labour,0.3333333333333333,3
2023-12-02,JPY,growth,-0.5,2
2023-12-02,JPY,inflation,-1.5,2
2023-12-02,JPY,labour,0.0,2
2023-12-02,AUD,growth,0.0,2
2023-12-02,AUD,inflation,1.0,3
2023-12-02,AUD,labour,0.3333333333333333,3
2023-12-02,NZD,growth,2.0,2
2023-12-02,NZD,inflation,0.5,2
2023-12-02,NZD,labour,-1.3333333333333333,3
2023-12-02,CAD,growth,2.0,1
2023-12-02,CAD,inflation,-0.3333333333333333,3
2023-12-02,CAD,labour,-0.5,2
2023-12-02,CHF,growth,-0.5,2
2023-12-02,CHF,inflation,0.0,2
2023-12-02,CHF,labour,0.0,1
2023-12-03,USD,growth,-0.25,4
2023-12-03,USD,inflation,-1.0,4
2023-12-03,USD,labour,-0.16666666666666666,6
2023-12-03,EUR,growth,0.0,3
2023-12-03,EUR,inflation,-1.0,3
2023-12-03,EUR,labour,1.0,2
2023-12-03,GBP,growth,-0.6666666666666666,3
2023-12-03,GBP,inflation,0.0,3
2023-12-03,GBP,labour,0.3333333333333333,3
2023-12-03,JPY,growth,-0.5,2
2023-12-03,JPY,inflation,-1.5,2
2023-12-03,JPY,labour,0.0,2
2023-12-03,AUD,growth,0.0,2
2023-12-03,AUD,inflation,1.0,3
2023-12-03,AUD,labour,0.3333333333333333,3
2023-12-03,NZD,growth,2.0,2
2023-12-03,NZD,inflation,0.5,2
2023-12-03,NZD,labour,-1.3333333333333333,3
2023-12-03,CAD,growth,2.0,1
2023-12-03,CAD,inflation,-0.3333333333333333,3
2023-12-03,CAD,labour,-0.5,2
2023-12-03,CHF,growth,-0.5,2
2023-12-03,CHF,inflation,0.0,2
2023-12-03,CHF,labour,0.0,1
2023-12-04,USD,growth,-0.25,4
2023-12-04,USD,inflation,-1.0,4
2023-12-04,USD,labour,-0.16666666666666666,6
2023-12-04,EUR,growth,0.0,3
2023-12-04,EUR,inflation,-1.0,3
2023-12-04,EUR,labour,1.0,2
2023-12-04,GBP,growth,-0.6666666666666666,3
2023-12-04,GBP,inflation,0.0,3
2023-12-04,GBP,labour,0.3333333333333333,3
2023-12-04,JPY,growth,-0.5,2
2023-12-04,JPY,inflation,-1.5,2
2023-12-04,JPY,labour,0.0,2
2023-12-04,AUD,growth,0.0,2
2023-12-04,AUD,inflation,1.0,3
2023-12-04,AUD,labour,0.3333333333333333,3
2023-12-04,NZD,growth,2.0,2
2023-12-04,NZD,inflation,0.5,2
2023-12-04,NZD,labour,-1.3333333333333333,3
2023-12-04,CAD,growth,2.0,1
2023-12-04,CAD,inflation,-0.3333333333333333,3
2023-12-04,CAD,labour,-0.5,2
2023-12-04,CHF,growth,-0.5,2
2023-12-04,CHF,inflation,0.0,2
2023-12-04,CHF,labour,0.0,1
2023-12-05,USD,growth,-0.25,4
2023-12-05,USD,inflation,-1.0,4
2023-12-05,USD,labour,-0.16666666666666666,6
2023-12-05,EUR,growth,0.0,3
2023-12-05,EUR,inflation,-1.0,3
2023-12-05,EUR,labour,1.0,2
2023-12-05,GBP,growth,-0.6666666666666666,3
2023-12-05,GBP,inflation,0.0,3
2023-12-05,GBP,labour,0.3333333333333333,3
2023-12-05,JPY,growth,-0.5,2
2023-12-05,JPY,inflation,-1.5,2
2023-12-05,JPY,labour,0.0,2
2023-12-05,AUD,growth,0.0,2
2023-12-05,AUD,inflation,1.0,3
2023-12-05,AUD,labour,0.3333333333333333,3
2023-12-05,NZD,growth,2.0,2
2023-12-05,NZD,inflation,0.5,2
2023-12-05,NZD,labour,-1.3333333333333333,3
2023-12-05,CAD,growth,2.0,1
2023-12-05,CAD,inflation,-0.3333333333333333,3
2023-12-05,CAD,labour,-0.5,2
2023-12-05,CHF,growth,-0.5,2
2023-12-05,CHF,inflation,0.0,2
2023-12-05,CHF,labour,0.0,1
2023-12-06,USD,growth,-0.25,4
2023-12-06,USD,inflation,-1.0,4
2023-12-06,USD,labour,-0.16666666666666666,6
2023-12-06,EUR,growth,0.0,3
2023-12-06,EUR,inflation,-1.0,3
2023-12-06,EUR,labour,1.0,2
2023-12-06,GBP,growth,-0.6666666666666666,3
2023-12-06,GBP,inflation,0.0,3
2023-12-06,GBP,labour,0.3333333333333333,3
2023-12-06,JPY,growth,-0.5,2
2023-12-06,JPY,inflation,-1.5,2
2023-12-06,JPY,labour,0.0,2
2023-12-06,AUD,growth,0.0,2
2023-12-06,AUD,inflation,1.0,3
2023-12-06,AUD,labour,0.3333333333333333,3
2023-12-06,NZD,growth,2.0,2
2023-12-06,NZD,inflation,0.5,2
2023-12-06,NZD,labour,-1.3333333333333333,3
2023-12-06,CAD,growth,2.0,1
2023-12-06,CAD,inflation,-0.3333333333333333,3
2023-12-06,CAD,labour,-0.5,2
2023-12-06,CHF,growth,-0.5,2
2023-12-06,CHF,inflation,0.0,2
2023-12-06,CHF,labour,0.0,1
2023-12-07,USD,growth,-0.25,4
2023-12-07,USD,inflation,-1.0,4
2023-12-07,USD,labour,-0.16666666666666666,6
2023-12-07,EUR,growth,0.0,3
2023-12-07,EUR,inflation,-1.0,3
2023-12-07,EUR,labour,1.0,2
2023-12-07,GBP,growth,-0.6666666666666666,3
2023-12-07,GBP,inflation,0.0,3
2023-12-07,GBP,labour,0.3333333333333333,3
2023-12-07,JPY,growth,-0.5,2
2023-12-07,JPY,inflation,-1.5,2
2023-12-07,JPY,labour,0.0,2
2023-12-07,AUD,growth,0.0,2
2023-12-07,AUD,inflation,1.0,3
2023-12-07,AUD,labour,0.3333333333333333,3
2023-12-07,NZD,growth,2.0,2
2023-12-07,NZD,inflation,0.5,2
2023-12-07,NZD,labour,-1.3333333333333333,3
2023-12-07,CAD,growth,2.0,1
2023-12-07,CAD,inflation,-0.3333333333333333,3
2023-12-07,CAD,labour,-0.5,2
2023-12-07,CHF,growth,-0.5,2
2023-12-07,CHF,inflation,0.0,2
2023-12-07,CHF,labour,0.0,1
2023-12-08,USD,growth,-0.25,4
2023-12-08,USD,inflation,-1.0,4
2023-12-08,USD,labour,-0.16666666666666666,6
2023-12-08,EUR,growth,0.0,3
2023-12-08,EUR,inflation,-1.0,3
2023-12-08,EUR,labour,1.0,2
2023-12-08,GBP,growth,-0.6666666666666666,3
2023-12-08,GBP,inflation,0.0,3
2023-12-08,GBP,labour,0.3333333333333333,3
2023-12-08,JPY,growth,-0.5,2
2023-12-08,JPY,inflation,-1.5,2
2023-12-08,JPY,labour,0.0,2
2023-12-08,AUD,growth,0.0,2
2023-12-08,AUD,inflation,1.0,3
2023-12-08,AUD,labour,0.3333333333333333,3
2023-12-08,NZD,growth,2.0,2
2023-12-08,NZD,inflation,0.5,2
2023-12-08,NZD,labour,-1.3333333333333333,3
2023-12-08,CAD,growth,2.0,1
2023-12-08,CAD,inflation,-0.3333333333333333,3
2023-12-08,CAD,labour,-0.5,2
2023-12-08,CHF,growth,-0.5,2
2023-12-08,CHF,inflation,0.0,2
2023-12-08,CHF,labour,0.0,1
2023-12-09,USD,growth,-0.25,4
2023-12-09,USD,inflation,-1.0,4
2023-12-09,USD,labour,-0.16666666666666666,6
2023-12-09,EUR,growth,0.0,3
2023-12-09,EUR,inflation,-1.0,3
2023-12-09,EUR,labour,1.0,2
2023-12-09,GBP,growth,-0.6666666666666666,3
2023-12-09,GBP,inflation,0.0,3
2023-12-09,GBP,labour,0.3333333333333333,3
2023-12-09,JPY,growth,-0.5,2
2023-12-09,JPY,inflation,-1.5,2
2023-12-09,JPY,labour,0.0,2
2023-12-09,AUD,growth,0.0,2
2023-12-09,AUD,inflation,1.0,3
2023-12-09,AUD,labour,0.3333333333333333,3
2023-12-09,NZD,growth,2.0,2
2023-12-09,NZD,inflation,0.5,2
2023-12-09,NZD,labour,-1.3333333333333333,3
2023-12-09,CAD,growth,2.0,1
2023-12-09,CAD,inflation,-0.3333333333333333,3
2023-12-09,CAD,labour,-0.5,2
2023-12-09,CHF,growth,-0.5,2
2023-12-09,CHF,inflation,0.0,2
2023-12-09,CHF,labour,0.0,1
2023-12-10,USD,growth,-0.25,4
2023-12-10,USD,inflation,-1.0,4
2023-12-10,USD,labour,-0.16666666666666666,6
2023-12-10,EUR,growth,0.0,3
2023-12-10,EUR,inflation,-1.0,3
2023-12-10,EUR,labour,1.0,2
2023-12-10,GBP,growth,-0.6666666666666666,3
2023-12-10,GBP,inflation,0.0,3
2023-12-10,GBP,labour,0.3333333333333333,3
2023-12-10,JPY,growth,-0.5,2
2023-12-10,JPY,inflation,-1.5,2
2023-12-10,JPY,labour,0.0,2
2023-12-10,AUD,growth,0.0,2
2023-12-10,AUD,inflation,1.0,3
2023-12-10,AUD,labour,0.3333333333333333,3
2023-12-10,NZD,growth,2.0,2
2023-12-10,NZD,inflation,0.5,2
2023-12-10,NZD,labour,-1.3333333333333333,3
2023-12-10,CAD,growth,2.0,1
2023-12-10,CAD,inflation,-0.3333333333333333,3
2023-12-10,CAD,labour,-0.5,2
2023-12-10,CHF,growth,-0.5,2
2023-12-10,CHF,inflation,0.0,2
2023-12-10,CHF,labour,0.0,1
2023-12-11,USD,growth,-0.25,4
2023-12-11,USD,inflation,-1.0,4
2023-12-11,USD,labour,-0.16666666666666666,6
2023-12-11,EUR,growth,0.0,3
2023-12-11,EUR,inflation,-1.0,3
2023-12-11,EUR,labour,1.0,2
2023-12-11,GBP,growth,-0.6666666666666666,3
2023-12-11,GBP,inflation,0.0,3
2023-12-11,GBP,labour,0.3333333333333333,3
2023-12-11,JPY,growth,-0.5,2
2023-12-11,JPY,inflation,-1.5,2
2023-12-11,JPY,labour,0.0,2
2023-12-11,AUD,growth,0.0,2
2023-12-11,AUD,inflation,1.0,3
2023-12-11,AUD,labour,0.3333333333333333,3
2023-12-11,NZD,growth,2.0,2
2023-12-11,NZD,inflation,0.5,2
2023-12-11,NZD,labour,-1.3333333333333333,3
2023-12-11,CAD,growth,2.0,1
2023-12-11,CAD,inflation,-0.3333333333333333,3
2023-12-11,CAD,labour,-0.5,2
2023-12-11,CHF,growth,-0.5,2
2023-12-11,CHF,inflation,0.0,2
2023-12-11,CHF,labour,0.0,1
2023-12-12,USD,growth,-0.25,4
2023-12-12,USD,inflation,-1.0,4
2023-12-12,USD,labour,-0.16666666666666666,6
2023-12-12,EUR,growth,0.0,3
2023-12-12,EUR,inflation,-1.0,3
2023-12-12,EUR,labour,1.0,2
2023-12-12,GBP,growth,-0.6666666666666666,3
2023-12-12,GBP,inflation,0.0,3
2023-12-12,GBP,labour,0.3333333333333333,3
2023-12-12,JPY,growth,-0.5,2
2023-12-12,JPY,inflation,-1.5,2
2023-12-12,JPY,labour,0.0,2
2023-12-12,AUD,growth,0.0,2
2023-12-12,AUD,inflation,1.0,3
2023-12-12,AUD,labour,0.3333333333333333,3
2023-12-12,NZD,growth,2.0,2
2023-12-12,NZD,inflation,0.5,2
2023-12-12,NZD,labour,-1.3333333333333333,3
2023-12-12,CAD,growth,2.0,1
2023-12-12,CAD,inflation,-0.3333333333333333,3
2023-12-12,CAD,labour,-0.5,2
2023-12-12,CHF,growth,-0.5,2
2023-12-12,CHF,inflation,0.0,2
2023-12-12,CHF,labour,0.0,1
2023-12-13,USD,growth,-0.25,4
2023-12-13,USD,inflation,-1.0,4
2023-12-13,USD,labour,-0.16666666666666666,6
2023-12-13,EUR,growth,0.0,3
2023-12-13,EUR,inflation,-1.0,3
2023-12-13,EUR,labour,1.0,2
2023-12-13,GBP,growth,-0.6666666666666666,3
2023-12-13,GBP,inflation,0.0,3
2023-12-13,GBP,labour,0.3333333333333333,3
2023-12-13,JPY,growth,-0.5,2
2023-12-13,JPY,inflation,-1.5,2
2023-12-13,JPY,labour,0.0,2
2023-12-13,AUD,growth,0.0,2
2023-12-13,AUD,inflation,1.0,3
2023-12-13,AUD,labour,0.3333333333333333,3
2023-12-13,NZD,growth,2.0,2
2023-12-13,NZD,inflation,0.5,2
2023-12-13,NZD,labour,-1.3333333333333333,3
2023-12-13,CAD,growth,2.0,1
2023-12-13,CAD,inflation,-0.3333333333333333,3
2023-12-13,CAD,labour,-0.5,2
2023-12-13,CHF,growth,-0.5,2
2023-12-13,CHF,inflation,0.0,2
2023-12-13,CHF,labour,0.0,1
2023-12-14,USD,growth,-0.25,4
2023-12-14,USD,inflation,-1.0,4
2023-12-14,USD,labour,-0.2,5
2023-12-14,EUR,growth,0.0,3
2023-12-14,EUR,inflation,-1.0,3
2023-12-14,EUR,labour,1.0,2
2023-12-14,GBP,growth,-0.6666666666666666,3
