canonical_id,currency,name_raw,name_canonical,datetime_utc,actual,forecast,previous,released,source,hm,reatt_ccy,reatt_key,is_jan2023_dup
gbp_s_p_global_cips_manufacturing_pmi,GBP,Final Manufacturing PMI,S&P Global/CIPS Manufacturing PMI,2024-12-02 09:00:00,45.2,45.2,45.2,True,ff,9.0,EUR,manufacturing_pmi,False
gbp_s_p_global_cips_manufacturing_pmi,GBP,Final Manufacturing PMI,S&P Global/CIPS Manufacturing PMI,2024-12-30 00:30:00,49.6,49.5,49.5,True,ff,0.5,JPY,manufacturing_pmi,False
gbp_s_p_global_cips_manufacturing_pmi,GBP,Final Manufacturing PMI,S&P Global/CIPS Manufacturing PMI,2025-01-02 09:00:00,45.1,45.2,45.2,True,ff,9.0,EUR,manufacturing_pmi,False
gbp_s_p_global_cips_manufacturing_pmi,GBP,Final Manufacturing PMI,S&P Global/CIPS Manufacturing PMI,2025-02-03 00:30:00,48.7,48.8,48.8,True,ff,0.5,JPY,manufacturing_pmi,False
gbp_s_p_global_cips_manufacturing_pmi,GBP,Final Manufacturing PMI,S&P Global/CIPS Manufacturing PMI,2025-02-03 09:00:00,46.6,46.1,46.1,True,ff,9.0,EUR,manufacturing_pmi,False
gbp_s_p_global_cips_manufacturing_pmi,GBP,Final Manufacturing PMI,S&P Global/CIPS Manufacturing PMI,2025-03-03 00:30:00,49.0,48.9,48.9,True,ff,0.5,JPY,manufacturing_pmi,False
gbp_s_p_global_cips_manufacturing_pmi,GBP,Final Manufacturing PMI,S&P Global/CIPS Manufacturing PMI,2025-03-03 09:00:00,47.6,47.3,47.3,True,ff,9.0,EUR,manufacturing_pmi,False
gbp_s_p_global_cips_manufacturing_pmi,GBP,Final Manufacturing PMI,S&P Global/CIPS Manufacturing PMI,2025-04-01 00:30:00,48.4,48.3,48.3,True,ff,0.5,JPY,manufacturing_pmi,False
gbp_s_p_global_cips_manufacturing_pmi,GBP,Final Manufacturing PMI,S&P Global/CIPS Manufacturing PMI,2025-04-01 08:00:00,48.6,48.7,48.7,True,ff,8.0,EUR,manufacturing_pmi,False
gbp_s_p_global_cips_manufacturing_pmi,GBP,Final Manufacturing PMI,S&P Global/CIPS Manufacturing PMI,2025-05-01 00:30:00,48.7,48.5,48.5,True,ff,0.5,JPY,manufacturing_pmi,False
gbp_s_p_global_cips_manufacturing_pmi,GBP,Final Manufacturing PMI,S&P Global/CIPS Manufacturing PMI,2025-05-02 08:00:00,49.0,48.7,48.7,True,ff,8.0,EUR,manufacturing_pmi,False
gbp_s_p_global_cips_manufacturing_pmi,GBP,Final Manufacturing PMI,S&P Global/CIPS Manufacturing PMI,2025-06-02 00:30:00,0.0,49.0,49.0,True,ff,0.5,JPY,manufacturing_pmi,False
gbp_s_p_global_cips_manufacturing_pmi,GBP,Final Manufacturing PMI,S&P Global/CIPS Manufacturing PMI,2025-06-02 08:00:00,49.4,49.4,49.4,True,ff,8.0,EUR,manufacturing_pmi,False
gbp_s_p_global_cips_manufacturing_pmi,GBP,Final Manufacturing PMI,S&P Global/CIPS Manufacturing PMI,2025-07-01 00:30:00,50.1,50.4,50.4,True,ff,0.5,JPY,manufacturing_pmi,False
gbp_s_p_global_cips_manufacturing_pmi,GBP,Final Manufacturing PMI,S&P Global/CIPS Manufacturing PMI,2025-07-01 08:00:00,49.5,49.4,49.4,True,ff,8.0,EUR,manufacturing_pmi,False
gbp_s_p_global_cips_manufacturing_pmi,GBP,Final Manufacturing PMI,S&P Global/CIPS Manufacturing PMI,2025-08-01 00:30:00,48.9,48.8,48.8,True,ff,0.5,JPY,manufacturing_pmi,False
gbp_s_p_global_cips_manufacturing_pmi,GBP,Final Manufacturing PMI,S&P Global/CIPS Manufacturing PMI,2025-08-01 08:00:00,49.8,49.8,49.8,True,ff,8.0,EUR,manufacturing_pmi,False
gbp_s_p_global_cips_manufacturing_pmi,GBP,Final Manufacturing PMI,S&P Global/CIPS Manufacturing PMI,2025-09-01 00:30:00,49.7,49.9,49.9,True,ff,0.5,JPY,manufacturing_pmi,False
gbp_s_p_global_cips_manufacturing_pmi,GBP,Final Manufacturing PMI,S&P Global/CIPS Manufacturing PMI,2025-09-01 08:00:00,50.7,50.5,50.5,True,ff,8.0,EUR,manufacturing_pmi,False
gbp_s_p_global_cips_manufacturing_pmi,GBP,Final Manufacturing PMI,S&P Global/CIPS Manufacturing PMI,2025-10-01 00:30:00,0.0,48.4,48.4,True,ff,0.5,JPY,manufacturing_pmi,False
gbp_s_p_global_cips_manufacturing_pmi,GBP,Final Manufacturing PMI,S&P Global/CIPS Manufacturing PMI,2025-10-01 08:00:00,0.0,49.5,49.5,True,ff,8.0,EUR,manufacturing_pmi,False
gbp_s_p_global_cips_manufacturing_pmi,GBP,Final Manufacturing PMI,S&P Global/CIPS Manufacturing PMI,2025-11-03 09:00:00,50.0,50.0,50.0,True,ff,9.0,EUR,manufacturing_pmi,False
gbp_s_p_global_cips_manufacturing_pmi,GBP,Final Manufacturing PMI,S&P Global/CIPS Manufacturing PMI,2025-11-04 00:30:00,48.2,48.3,48.3,True,ff,0.5,JPY,manufacturing_pmi,False
gbp_s_p_global_cips_manufacturing_pmi,GBP,Final Manufacturing PMI,S&P Global/CIPS Manufacturing PMI,2025-12-01 00:30:00,48.7,48.8,48.8,True,ff,0.5,JPY,manufacturing_pmi,False
gbp_s_p_global_cips_manufacturing_pmi,GBP,Final Manufacturing PMI,S&P Global/CIPS Manufacturing PMI,2025-12-01 09:00:00,49.6,49.8,49.7,True,ff,9.0,EUR,manufacturing_pmi,False
gbp_s_p_global_cips_services_pmi,GBP,Final Services PMI,S&P Global/CIPS Services PMI,2023-02-03 09:00:00,50.8,50.7,50.7,True,ff,9.0,EUR,services_pmi,False
gbp_s_p_global_cips_services_pmi,GBP,Final Services PMI,S&P Global/CIPS Services PMI,2023-03-03 09:00:00,52.7,53.0,53.0,True,ff,9.0,EUR,services_pmi,False
gbp_s_p_global_cips_services_pmi,GBP,Final Services PMI,S&P Global/CIPS Services PMI,2023-04-05 08:00:00,55.0,55.6,55.6,True,ff,8.0,EUR,services_pmi,False
gbp_s_p_global_cips_services_pmi,GBP,Final Services PMI,S&P Global/CIPS Services PMI,2023-05-04 08:00:00,56.2,56.6,56.6,True,ff,8.0,EUR,services_pmi,False
gbp_s_p_global_cips_services_pmi,GBP,Final Services PMI,S&P Global/CIPS Services PMI,2023-06-05 08:00:00,55.1,55.9,55.9,True,ff,8.0,EUR,services_pmi,False
gbp_s_p_global_cips_services_pmi,GBP,Final Services PMI,S&P Global/CIPS Services PMI,2023-07-05 08:00:00,52.0,52.4,52.4,True,ff,8.0,EUR,services_pmi,False
gbp_s_p_global_cips_services_pmi,GBP,Final Services PMI,S&P Global/CIPS Services PMI,2023-08-03 08:00:00,50.9,51.1,51.1,True,ff,8.0,EUR,services_pmi,False
gbp_s_p_global_cips_services_pmi,GBP,Final Services PMI,S&P Global/CIPS Services PMI,2023-09-05 08:00:00,47.9,48.3,48.3,True,ff,8.0,EUR,services_pmi,False
gbp_s_p_global_cips_services_pmi,GBP,Final Services PMI,S&P Global/CIPS Services PMI,2023-10-04 08:00:00,48.7,48.4,48.4,True,ff,8.0,EUR,services_pmi,False
gbp_s_p_global_cips_services_pmi,GBP,Final Services PMI,S&P Global/CIPS Services PMI,2023-11-06 09:00:00,47.8,47.8,47.8,True,ff,9.0,EUR,services_pmi,False
gbp_s_p_global_cips_services_pmi,GBP,Final Services PMI,S&P Global/CIPS Services PMI,2024-01-04 09:00:00,48.8,48.1,48.1,True,ff,9.0,EUR,services_pmi,False
gbp_s_p_global_cips_services_pmi,GBP,Final Services PMI,S&P Global/CIPS Services PMI,2024-01-06 09:00:00,0.0,0.0,0.0,True,ff,9.0,EUR,services_pmi,False
gbp_s_p_global_cips_services_pmi,GBP,Final Services PMI,S&P Global/CIPS Services PMI,2024-02-05 09:00:00,48.4,48.4,48.4,True,ff,9.0,EUR,services_pmi,False
gbp_s_p_global_cips_services_pmi,GBP,Final Services PMI,S&P Global/CIPS Services PMI,2024-03-05 09:00:00,50.2,50.0,50.0,True,ff,9.0,EUR,services_pmi,False
gbp_s_p_global_cips_services_pmi,GBP,Final Services PMI,S&P Global/CIPS Services PMI,2024-04-04 08:00:00,51.5,51.1,51.1,True,ff,8.0,EUR,services_pmi,False
gbp_s_p_global_cips_services_pmi,GBP,Final Services PMI,S&P Global/CIPS Services PMI,2024-05-06 08:00:00,53.3,52.9,52.9,True,ff,8.0,EUR,services_pmi,False
gbp_s_p_global_cips_services_pmi,GBP,Final Services PMI,S&P Global/CIPS Services PMI,2024-06-05 08:00:00,53.2,53.3,53.3,True,ff,8.0,EUR,services_pmi,False
gbp_s_p_global_cips_services_pmi,GBP,Final Services PMI,S&P Global/CIPS Services PMI,2024-07-03 08:00:00,52.8,52.6,52.6,True,ff,8.0,EUR,services_pmi,False
gbp_s_p_global_cips_services_pmi,GBP,Final Services PMI,S&P Global/CIPS Services PMI,2024-08-05 08:00:00,51.9,51.9,51.9,True,ff,8.0,EUR,services_pmi,False
gbp_s_p_global_cips_services_pmi,GBP,Final Services PMI,S&P Global/CIPS Services PMI,2024-09-04 08:00:00,52.9,53.3,53.3,True,ff,8.0,EUR,services_pmi,False
gbp_s_p_global_cips_services_pmi,GBP,Final Services PMI,S&P Global/CIPS Services PMI,2024-10-03 08:00:00,51.4,50.5,50.5,True,ff,8.0,EUR,services_pmi,False
gbp_s_p_global_cips_services_pmi,GBP,Final Services PMI,S&P Global/CIPS Services PMI,2024-11-06 09:00:00,51.6,51.2,51.2,True,ff,9.0,EUR,services_pmi,False
gbp_s_p_global_cips_services_pmi,GBP,Final Services PMI,S&P Global/CIPS Services PMI,2024-12-04 09:00:00,49.5,49.2,49.2,True,ff,9.0,EUR,services_pmi,False
gbp_s_p_global_cips_services_pmi,GBP,Final Services PMI,S&P Global/CIPS Services PMI,2025-01-06 09:00:00,51.6,51.4,51.4,True,ff,9.0,EUR,services_pmi,False
gbp_s_p_global_cips_services_pmi,GBP,Final Services PMI,S&P Global/CIPS Services PMI,2025-02-05 09:00:00,51.3,51.4,51.4,True,ff,9.0,EUR,services_pmi,False
gbp_s_p_global_cips_services_pmi,GBP,Final Services PMI,S&P Global/CIPS Services PMI,2025-03-05 09:00:00,50.6,50.7,50.7,True,ff,9.0,EUR,services_pmi,False
gbp_s_p_global_cips_services_pmi,GBP,Final Services PMI,S&P Global/CIPS Services PMI,2025-04-03 08:00:00,51.0,50.4,50.4,True,ff,8.0,EUR,services_pmi,False
gbp_s_p_global_cips_services_pmi,GBP,Final Services PMI,S&P Global/CIPS Services PMI,2025-05-06 08:00:00,50.1,49.7,49.7,True,ff,8.0,EUR,services_pmi,False
gbp_s_p_global_cips_services_pmi,GBP,Final Services PMI,S&P Global/CIPS Services PMI,2025-06-04 08:00:00,49.7,48.9,48.9,True,ff,8.0,EUR,services_pmi,False
gbp_s_p_global_cips_services_pmi,GBP,Final Services PMI,S&P Global/CIPS Services PMI,2025-07-03 08:00:00,50.5,50.0,50.0,True,ff,8.0,EUR,services_pmi,False
gbp_s_p_global_cips_services_pmi,GBP,Final Services PMI,S&P Global/CIPS Services PMI,2025-08-05 08:00:00,51.0,51.2,51.2,True,ff,8.0,EUR,services_pmi,False
