as_of,variant,symbol,cls,score,bias,r5,r15,r30
2023-05-08,V5.FULL,CADCHF,fx,1.560846560846561,Bullish,,,
2023-05-08,V5.FULL,DAX,cross-asset,-3.333333333333333,Bearish,,,
2023-05-08,V5.FULL,FTSE100,cross-asset,-2.2222222222222223,Bearish,0.37661920565249973,0.3309736644898833,0.420096884701852
2023-05-09,V5.T,FTSE100,cross-asset,10.0,Very Bullish,0.37661920565249973,0.3309736644898833,0.420096884701852
2023-05-09,V5.TS,US-DOLLAR,single,15.0,Very Bullish,,,
2023-05-09,V5.TS,EURUSD,fx,7.5,Very Bullish,,,
2023-05-09,V5.TS,GBPUSD,fx,7.5,Very Bullish,,,
2023-05-09,V5.TS,USDJPY,fx,-7.5,Very Bearish,,,
2023-05-09,V5.TS,USDCHF,fx,-7.5,Very Bearish,,,
2023-05-09,V5.TS,USDCAD,fx,-7.5,Very Bearish,,,
2023-05-09,V5.TS,AUDUSD,fx,7.5,Very Bullish,,,
2023-05-09,V5.TS,NZDUSD,fx,7.5,Very Bullish,,,
2023-05-09,V5.TS,FTSE100,cross-asset,10.0,Very Bullish,0.37661920565249973,0.3309736644898833,0.420096884701852
2023-05-09,V5.TS,GOLD,cross-asset,15.0,Very Bullish,,,
2023-05-09,V5.TS,SILVER,cross-asset,15.0,Very Bullish,,,
2023-05-09,V5.NOF,US-DOLLAR,single,5.0,Very Bullish,,,
2023-05-09,V5.NOF,EURUSD,fx,2.5,Bullish,,,
2023-05-09,V5.NOF,GBPUSD,fx,4.166666666666667,Very Bullish,,,
2023-05-09,V5.NOF,USDJPY,fx,-2.5,Bearish,,,
2023-05-09,V5.NOF,USDCHF,fx,-7.5,Very Bearish,,,
2023-05-09,V5.NOF,USDCAD,fx,-2.5,Bearish,,,
2023-05-09,V5.NOF,AUDUSD,fx,4.166666666666667,Very Bullish,,,
2023-05-09,V5.NOF,NZDUSD,fx,7.5,Very Bullish,,,
2023-05-09,V5.NOF,EURGBP,fx,-1.666666666666667,Bearish,,,
2023-05-09,V5.NOF,EURCHF,fx,-5.0,Very Bearish,,,
2023-05-09,V5.NOF,EURAUD,fx,-1.666666666666667,Bearish,,,
2023-05-09,V5.NOF,EURNZD,fx,-5.0,Very Bearish,,,
2023-05-09,V5.NOF,GBPJPY,fx,1.666666666666667,Bullish,,,
2023-05-09,V5.NOF,GBPCHF,fx,-3.333333333333333,Very Bearish,,,
2023-05-09,V5.NOF,GBPNZD,fx,-3.333333333333333,Very Bearish,,,
2023-05-09,V5.NOF,GBPCAD,fx,1.666666666666667,Bullish,,,
2023-05-09,V5.NOF,AUDJPY,fx,1.666666666666667,Bullish,,,
2023-05-09,V5.NOF,NZDJPY,fx,5.0,Very Bullish,,,
2023-05-09,V5.NOF,CHFJPY,fx,5.0,Very Bullish,,,
2023-05-09,V5.NOF,AUDNZD,fx,-3.333333333333333,Very Bearish,,,
2023-05-09,V5.NOF,AUDCAD,fx,1.666666666666667,Bullish,,,
2023-05-09,V5.NOF,AUDCHF,fx,-3.333333333333333,Very Bearish,,,
2023-05-09,V5.NOF,NZDCAD,fx,5.0,Very Bullish,,,
2023-05-09,V5.NOF,CADCHF,fx,-5.0,Very Bearish,,,
2023-05-09,V5.NOF,DJIA,cross-asset,-3.333333333333333,Bearish,,,
2023-05-09,V5.NOF,SP500,cross-asset,-3.333333333333333,Bearish,,,
2023-05-09,V5.NOF,NASDAQ,cross-asset,-3.333333333333333,Bearish,,,
2023-05-09,V5.NOF,DAX,cross-asset,-3.333333333333333,Bearish,,,
2023-05-09,V5.NOF,NIKKEI,cross-asset,-3.333333333333333,Bearish,,,
2023-05-09,V5.NOF,GOLD,cross-asset,2.7777777777777777,Bullish,,,
2023-05-09,V5.NOF,SILVER,cross-asset,2.7777777777777777,Bullish,,,
2023-05-09,V5.HALF,US-DOLLAR,single,2.638888888888889,Bullish,,,
2023-05-09,V5.HALF,GBPUSD,fx,3.076388888888889,Very Bullish,,,
2023-05-09,V5.HALF,USDJPY,fx,-1.7916666666666665,Bearish,,,
2023-05-09,V5.HALF,USDCAD,fx,-1.4444444444444446,Bearish,,,
2023-05-09,V5.HALF,AUDUSD,fx,2.0,Bullish,,,
2023-05-09,V5.HALF,NZDUSD,fx,1.3749999999999996,Bullish,,,
2023-05-09,V5.HALF,EURGBP,fx,-2.604166666666667,Bearish,,,
2023-05-09,V5.HALF,EURJPY,fx,-1.3194444444444444,Bearish,,,
2023-05-09,V5.HALF,EURAUD,fx,-1.527777777777778,Bearish,,,
2023-05-09,V5.HALF,GBPCHF,fx,2.5347222222222223,Bullish,,,
2023-05-09,V5.HALF,GBPNZD,fx,1.7013888888888893,Bullish,,,
2023-05-09,V5.HALF,GBPCAD,fx,1.6319444444444444,Bullish,,,
2023-05-09,V5.HALF,AUDCHF,fx,1.4583333333333335,Bullish,,,
2023-05-09,V5.HALF,DAX,cross-asset,-3.333333333333333,Bearish,,,
2023-05-09,V5.FULL,US-DOLLAR,single,1.851851851851852,Bullish,,,
2023-05-09,V5.FULL,GBPUSD,fx,2.7199074074074074,Bullish,,,
2023-05-09,V5.FULL,USDJPY,fx,-1.5624999999999998,Bearish,,,
2023-05-09,V5.FULL,EURGBP,fx,-2.9166666666666665,Bearish,,,
2023-05-09,V5.FULL,EURJPY,fx,-1.759259259259259,Bearish,,,
2023-05-09,V5.FULL,EURAUD,fx,-1.4814814814814814,Bearish,,,
2023-05-09,V5.FULL,GBPCHF,fx,3.181216931216931,Very Bullish,,,
2023-05-09,V5.FULL,GBPAUD,fx,1.4351851851851851,Bullish,,,
2023-05-09,V5.FULL,GBPNZD,fx,2.2288359788359786,Bullish,,,
2023-05-09,V5.FULL,GBPCAD,fx,1.62037037037037,Bullish,,,
2023-05-09,V5.FULL,CHFJPY,fx,-2.0238095238095237,Bearish,,,
2023-05-09,V5.FULL,AUDCHF,fx,1.746031746031746,Bullish,,,
2023-05-09,V5.FULL,CADCHF,fx,1.560846560846561,Bullish,,,
2023-05-09,V5.FULL,DAX,cross-asset,-3.333333333333333,Bearish,,,
2023-05-09,V5.FULL,FTSE100,cross-asset,-2.2222222222222223,Bearish,0.37661920565249973,0.3309736644898833,0.420096884701852
2023-05-10,V5.T,FTSE100,cross-asset,10.0,Very Bullish,0.37661920565249973,0.3309736644898833,0.420096884701852
2023-05-10,V5.TS,US-DOLLAR,single,15.0,Very Bullish,,,
2023-05-10,V5.TS,EURUSD,fx,7.5,Very Bullish,,,
2023-05-10,V5.TS,GBPUSD,fx,7.5,Very Bullish,,,
2023-05-10,V5.TS,USDJPY,fx,-7.5,Very Bearish,,,
2023-05-10,V5.TS,USDCHF,fx,-7.5,Very Bearish,,,
2023-05-10,V5.TS,USDCAD,fx,-7.5,Very Bearish,,,
2023-05-10,V5.TS,AUDUSD,fx,7.5,Very Bullish,,,
2023-05-10,V5.TS,NZDUSD,fx,7.5,Very Bullish,,,
2023-05-10,V5.TS,FTSE100,cross-asset,10.0,Very Bullish,0.37661920565249973,0.3309736644898833,0.420096884701852
2023-05-10,V5.TS,GOLD,cross-asset,15.0,Very Bullish,,,
2023-05-10,V5.TS,SILVER,cross-asset,15.0,Very Bullish,,,
2023-05-10,V5.NOF,US-DOLLAR,single,5.0,Very Bullish,,,
2023-05-10,V5.NOF,EURUSD,fx,2.5,Bullish,,,
2023-05-10,V5.NOF,GBPUSD,fx,4.166666666666667,Very Bullish,,,
2023-05-10,V5.NOF,USDJPY,fx,-2.5,Bearish,,,
2023-05-10,V5.NOF,USDCHF,fx,-7.5,Very Bearish,,,
2023-05-10,V5.NOF,USDCAD,fx,-2.5,Bearish,,,
2023-05-10,V5.NOF,AUDUSD,fx,5.833333333333334,Very Bullish,,,
2023-05-10,V5.NOF,NZDUSD,fx,7.5,Very Bullish,,,
2023-05-10,V5.NOF,EURGBP,fx,-1.666666666666667,Bearish,,,
2023-05-10,V5.NOF,EURCHF,fx,-5.0,Very Bearish,,,
2023-05-10,V5.NOF,EURAUD,fx,-3.333333333333334,Very Bearish,,,
2023-05-10,V5.NOF,EURNZD,fx,-5.0,Very Bearish,,,
2023-05-10,V5.NOF,GBPJPY,fx,1.666666666666667,Bullish,,,
2023-05-10,V5.NOF,GBPCHF,fx,-3.333333333333333,Very Bearish,,,
2023-05-10,V5.NOF,GBPAUD,fx,-1.666666666666667,Bearish,,,
2023-05-10,V5.NOF,GBPNZD,fx,-3.333333333333333,Very Bearish,,,
2023-05-10,V5.NOF,GBPCAD,fx,1.666666666666667,Bullish,,,
2023-05-10,V5.NOF,AUDJPY,fx,3.333333333333334,Very Bullish,,,
2023-05-10,V5.NOF,NZDJPY,fx,5.0,Very Bullish,,,
2023-05-10,V5.NOF,CHFJPY,fx,5.0,Very Bullish,,,
2023-05-10,V5.NOF,AUDNZD,fx,-1.666666666666666,Bearish,,,
2023-05-10,V5.NOF,AUDCAD,fx,3.333333333333334,Very Bullish,,,
2023-05-10,V5.NOF,AUDCHF,fx,-1.666666666666666,Bearish,,,
2023-05-10,V5.NOF,NZDCAD,fx,5.0,Very Bullish,,,
2023-05-10,V5.NOF,CADCHF,fx,-5.0,Very Bearish,,,
2023-05-10,V5.NOF,DJIA,cross-asset,-3.333333333333333,Bearish,,,
2023-05-10,V5.NOF,SP500,cross-asset,-3.333333333333333,Bearish,,,
2023-05-10,V5.NOF,NASDAQ,cross-asset,-3.333333333333333,Bearish,,,
2023-05-10,V5.NOF,DAX,cross-asset,-3.333333333333333,Bearish,,,
2023-05-10,V5.NOF,NIKKEI,cross-asset,-3.333333333333333,Bearish,,,
2023-05-10,V5.NOF,GOLD,cross-asset,2.7777777777777777,Bullish,,,
2023-05-10,V5.NOF,SILVER,cross-asset,2.7777777777777777,Bullish,,,
2023-05-10,V5.HALF,US-DOLLAR,single,2.638888888888889,Bullish,,,
2023-05-10,V5.HALF,GBPUSD,fx,3.076388888888889,Very Bullish,,,
2023-05-10,V5.HALF,USDJPY,fx,-1.7916666666666665,Bearish,,,
2023-05-10,V5.HALF,USDCAD,fx,-1.4444444444444446,Bearish,,,
2023-05-10,V5.HALF,AUDUSD,fx,2.8333333333333335,Bullish,,,
2023-05-10,V5.HALF,NZDUSD,fx,1.3749999999999996,Bullish,,,
2023-05-10,V5.HALF,EURGBP,fx,-2.604166666666667,Bearish,,,
2023-05-10,V5.HALF,EURJPY,fx,-1.3194444444444444,Bearish,,,
2023-05-10,V5.HALF,EURAUD,fx,-2.3611111111111116,Bearish,,,
2023-05-10,V5.HALF,GBPCHF,fx,2.5347222222222223,Bullish,,,
2023-05-10,V5.HALF,GBPNZD,fx,1.7013888888888893,Bullish,,,
2023-05-10,V5.HALF,GBPCAD,fx,1.6319444444444444,Bullish,,,
2023-05-10,V5.HALF,AUDNZD,fx,1.458333333333334,Bullish,,,
2023-05-10,V5.HALF,AUDCAD,fx,1.388888888888889,Bullish,,,
2023-05-10,V5.HALF,AUDCHF,fx,2.291666666666667,Bullish,,,
2023-05-10,V5.HALF,DAX,cross-asset,-3.333333333333333,Bearish,,,
2023-05-10,V5.FULL,US-DOLLAR,single,1.851851851851852,Bullish,,,
2023-05-10,V5.FULL,GBPUSD,fx,2.7199074074074074,Bullish,,,
2023-05-10,V5.FULL,USDJPY,fx,-1.5624999999999998,Bearish,,,
2023-05-10,V5.FULL,AUDUSD,fx,1.8402777777777777,Bullish,,,
2023-05-10,V5.FULL,EURGBP,fx,-2.9166666666666665,Bearish,,,
2023-05-10,V5.FULL,EURJPY,fx,-1.759259259259259,Bearish,,,
2023-05-10,V5.FULL,EURAUD,fx,-2.0370370370370368,Bearish,,,
2023-05-10,V5.FULL,GBPCHF,fx,3.181216931216931,Very Bullish,,,
2023-05-10,V5.FULL,GBPNZD,fx,2.2288359788359786,Bullish,,,
2023-05-10,V5.FULL,GBPCAD,fx,1.62037037037037,Bullish,,,
2023-05-10,V5.FULL,CHFJPY,fx,-2.0238095238095237,Bearish,,,
2023-05-10,V5.FULL,AUDNZD,fx,1.3492063492063493,Bullish,,,
2023-05-10,V5.FULL,AUDCHF,fx,2.3015873015873014,Bullish,,,
2023-05-10,V5.FULL,CADCHF,fx,1.560846560846561,Bullish,,,
2023-05-10,V5.FULL,DAX,cross-asset,-3.333333333333333,Bearish,,,
2023-05-10,V5.FULL,FTSE100,cross-asset,-2.2222222222222223,Bearish,0.37661920565249973,0.3309736644898833,0.420096884701852
2023-05-11,V5.T,FTSE100,cross-asset,10.0,Very Bullish,0.37661920565249973,0.3309736644898833,0.420096884701852
2023-05-11,V5.TS,US-DOLLAR,single,15.0,Very Bullish,,,
2023-05-11,V5.TS,EURUSD,fx,7.5,Very Bullish,,,
2023-05-11,V5.TS,GBPUSD,fx,7.5,Very Bullish,,,
2023-05-11,V5.TS,USDJPY,fx,-7.5,Very Bearish,,,
2023-05-11,V5.TS,USDCHF,fx,-7.5,Very Bearish,,,
2023-05-11,V5.TS,USDCAD,fx,-7.5,Very Bearish,,,
2023-05-11,V5.TS,AUDUSD,fx,7.5,Very Bullish,,,
2023-05-11,V5.TS,NZDUSD,fx,7.5,Very Bullish,,,
2023-05-11,V5.TS,FTSE100,cross-asset,10.0,Very Bullish,0.37661920565249973,0.3309736644898833,0.420096884701852
2023-05-11,V5.TS,GOLD,cross-asset,15.0,Very Bullish,,,
2023-05-11,V5.TS,SILVER,cross-asset,15.0,Very Bullish,,,
2023-05-11,V5.NOF,US-DOLLAR,single,5.0,Very Bullish,,,
2023-05-11,V5.NOF,EURUSD,fx,2.5,Bullish,,,
2023-05-11,V5.NOF,GBPUSD,fx,2.5,Bullish,,,
2023-05-11,V5.NOF,USDJPY,fx,-4.166666666666667,Very Bearish,,,
2023-05-11,V5.NOF,USDCHF,fx,-7.5,Very Bearish,,,
2023-05-11,V5.NOF,USDCAD,fx,-2.5,Bearish,,,
2023-05-11,V5.NOF,AUDUSD,fx,4.166666666666667,Very Bullish,,,
2023-05-11,V5.NOF,NZDUSD,fx,7.5,Very Bullish,,,
2023-05-11,V5.NOF,EURJPY,fx,-1.666666666666667,Bearish,,,
2023-05-11,V5.NOF,EURCHF,fx,-5.0,Very Bearish,,,
2023-05-11,V5.NOF,EURAUD,fx,-1.666666666666667,Bearish,,,
2023-05-11,V5.NOF,EURNZD,fx,-5.0,Very Bearish,,,
2023-05-11,V5.NOF,GBPJPY,fx,-1.666666666666667,Bearish,,,
2023-05-11,V5.NOF,GBPCHF,fx,-5.0,Very Bearish,,,
2023-05-11,V5.NOF,GBPAUD,fx,-1.666666666666667,Bearish,,,
2023-05-11,V5.NOF,GBPNZD,fx,-5.0,Very Bearish,,,
2023-05-11,V5.NOF,NZDJPY,fx,3.333333333333333,Very Bullish,,,
2023-05-11,V5.NOF,CADJPY,fx,-1.666666666666667,Bearish,,,
2023-05-11,V5.NOF,CHFJPY,fx,3.333333333333333,Very Bullish,,,
2023-05-11,V5.NOF,AUDNZD,fx,-3.333333333333333,Very Bearish,,,
2023-05-11,V5.NOF,AUDCAD,fx,1.666666666666667,Bullish,,,
2023-05-11,V5.NOF,AUDCHF,fx,-3.333333333333333,Very Bearish,,,
2023-05-11,V5.NOF,NZDCAD,fx,5.0,Very Bullish,,,
2023-05-11,V5.NOF,CADCHF,fx,-5.0,Very Bearish,,,
2023-05-11,V5.NOF,DJIA,cross-asset,-3.333333333333333,Bearish,,,
2023-05-11,V5.NOF,SP500,cross-asset,-3.333333333333333,Bearish,,,
2023-05-11,V5.NOF,NASDAQ,cross-asset,-3.333333333333333,Bearish,,,
2023-05-11,V5.NOF,DAX,cross-asset,-3.333333333333333,Bearish,,,
2023-05-11,V5.NOF,NIKKEI,cross-asset,-5.0,Very Bearish,,,
2023-05-11,V5.NOF,GOLD,cross-asset,2.7777777777777777,Bullish,,,
2023-05-11,V5.NOF,SILVER,cross-asset,2.7777777777777777,Bullish,,,
2023-05-11,V5.HALF,US-DOLLAR,single,3.055555555555556,Very Bullish,,,
2023-05-11,V5.HALF,GBPUSD,fx,1.9930555555555554,Bullish,,,
2023-05-11,V5.HALF,USDJPY,fx,-2.3749999999999996,Bearish,,,
2023-05-11,V5.HALF,AUDUSD,fx,1.75,Bullish,,,
2023-05-11,V5.HALF,EURGBP,fx,-1.7708333333333333,Bearish,,,
2023-05-11,V5.HALF,EURJPY,fx,-2.1527777777777777,Bearish,,,
2023-05-11,V5.HALF,EURAUD,fx,-1.527777777777778,Bearish,,,
2023-05-11,V5.HALF,GBPCHF,fx,1.7013888888888888,Bullish,,,
2023-05-11,V5.HALF,CHFJPY,fx,-2.083333333333333,Bearish,,,
2023-05-11,V5.HALF,AUDCHF,fx,1.4583333333333335,Bullish,,,
2023-05-11,V5.HALF,DAX,cross-asset,-3.333333333333333,Bearish,,,
2023-05-11,V5.FULL,US-DOLLAR,single,2.407407407407408,Bullish,,,
2023-05-11,V5.FULL,GBPUSD,fx,1.8518518518518514,Bullish,,,
2023-05-11,V5.FULL,USDJPY,fx,-1.8055555555555556,Bearish,,,
2023-05-11,V5.FULL,EURGBP,fx,-2.3611111111111107,Bearish,,,
2023-05-11,V5.FULL,EURJPY,fx,-2.314814814814815,Bearish,,,
2023-05-11,V5.FULL,EURAUD,fx,-1.4814814814814814,Bearish,,,
2023-05-11,V5.FULL,GBPCHF,fx,2.6256613756613754,Bullish,,,
2023-05-11,V5.FULL,GBPNZD,fx,1.6732804232804228,Bullish,,,
2023-05-11,V5.FULL,NZDJPY,fx,-1.626984126984127,Bearish,,,
2023-05-11,V5.FULL,CHFJPY,fx,-2.5793650793650795,Bearish,,,
2023-05-11,V5.FULL,AUDCHF,fx,1.746031746031746,Bullish,,,
2023-05-11,V5.FULL,CADCHF,fx,1.560846560846561,Bullish,,,
2023-05-11,V5.FULL,DAX,cross-asset,-3.333333333333333,Bearish,,,
2023-05-12,V5.T,FTSE100,cross-asset,10.0,Very Bullish,0.37661920565249973,0.3309736644898833,0.420096884701852
2023-05-12,V5.TS,US-DOLLAR,single,15.0,Very Bullish,,,
2023-05-12,V5.TS,EURUSD,fx,7.5,Very Bullish,,,
2023-05-12,V5.TS,GBPUSD,fx,7.5,Very Bullish,,,
2023-05-12,V5.TS,USDJPY,fx,-7.5,Very Bearish,,,
2023-05-12,V5.TS,USDCHF,fx,-7.5,Very Bearish,,,
2023-05-12,V5.TS,USDCAD,fx,-7.5,Very Bearish,,,
2023-05-12,V5.TS,AUDUSD,fx,7.5,Very Bullish,,,
2023-05-12,V5.TS,NZDUSD,fx,7.5,Very Bullish,,,
2023-05-12,V5.TS,FTSE100,cross-asset,10.0,Very Bullish,0.37661920565249973,0.3309736644898833,0.420096884701852
2023-05-12,V5.TS,GOLD,cross-asset,15.0,Very Bullish,,,
2023-05-12,V5.TS,SILVER,cross-asset,15.0,Very Bullish,,,
2023-05-12,V5.NOF,US-DOLLAR,single,5.0,Very Bullish,,,
2023-05-12,V5.NOF,EURUSD,fx,2.5,Bullish,,,
2023-05-12,V5.NOF,GBPUSD,fx,2.5,Bullish,,,
2023-05-12,V5.NOF,USDJPY,fx,-2.5,Bearish,,,
2023-05-12,V5.NOF,USDCHF,fx,-7.5,Very Bearish,,,
2023-05-12,V5.NOF,USDCAD,fx,-2.5,Bearish,,,
2023-05-12,V5.NOF,AUDUSD,fx,4.166666666666667,Very Bullish,,,
2023-05-12,V5.NOF,NZDUSD,fx,7.5,Very Bullish,,,
2023-05-12,V5.NOF,EURCHF,fx,-5.0,Very Bearish,,,
2023-05-12,V5.NOF,EURAUD,fx,-1.666666666666667,Bearish,,,
2023-05-12,V5.NOF,EURNZD,fx,-5.0,Very Bearish,,,
2023-05-12,V5.NOF,GBPCHF,fx,-5.0,Very Bearish,,,
2023-05-12,V5.NOF,GBPAUD,fx,-1.666666666666667,Bearish,,,
2023-05-12,V5.NOF,GBPNZD,fx,-5.0,Very Bearish,,,
2023-05-12,V5.NOF,AUDJPY,fx,1.666666666666667,Bullish,,,
2023-05-12,V5.NOF,NZDJPY,fx,5.0,Very Bullish,,,
2023-05-12,V5.NOF,CHFJPY,fx,5.0,Very Bullish,,,
2023-05-12,V5.NOF,AUDNZD,fx,-3.333333333333333,Very Bearish,,,
2023-05-12,V5.NOF,AUDCAD,fx,1.666666666666667,Bullish,,,
2023-05-12,V5.NOF,AUDCHF,fx,-3.333333333333333,Very Bearish,,,
2023-05-12,V5.NOF,NZDCAD,fx,5.0,Very Bullish,,,
2023-05-12,V5.NOF,CADCHF,fx,-5.0,Very Bearish,,,
2023-05-12,V5.NOF,DJIA,cross-asset,-3.333333333333333,Bearish,,,
2023-05-12,V5.NOF,SP500,cross-asset,-3.333333333333333,Bearish,,,
2023-05-12,V5.NOF,NASDAQ,cross-asset,-3.333333333333333,Bearish,,,
2023-05-12,V5.NOF,DAX,cross-asset,-3.333333333333333,Bearish,,,
2023-05-12,V5.NOF,NIKKEI,cross-asset,-3.333333333333333,Bearish,,,
2023-05-12,V5.NOF,GOLD,cross-asset,2.7777777777777777,Bullish,,,
2023-05-12,V5.NOF,SILVER,cross-asset,2.7777777777777777,Bullish,,,
2023-05-12,V5.HALF,US-DOLLAR,single,2.5,Bullish,,,
2023-05-12,V5.HALF,GBPUSD,fx,2.326388888888889,Bullish,,,
2023-05-12,V5.HALF,USDJPY,fx,-1.875,Bearish,,,
2023-05-12,V5.HALF,USDCAD,fx,-1.527777777777778,Bearish,,,
2023-05-12,V5.HALF,AUDUSD,fx,2.0833333333333335,Bullish,,,
2023-05-12,V5.HALF,NZDUSD,fx,1.458333333333333,Bullish,,,
2023-05-12,V5.HALF,EURGBP,fx,-1.7708333333333333,Bearish,,,
2023-05-12,V5.HALF,EURJPY,fx,-1.3194444444444444,Bearish,,,
2023-05-12,V5.HALF,EURAUD,fx,-1.527777777777778,Bearish,,,
2023-05-12,V5.HALF,GBPCHF,fx,1.7013888888888888,Bullish,,,
2023-05-12,V5.HALF,AUDCHF,fx,1.4583333333333335,Bullish,,,
2023-05-12,V5.HALF,DAX,cross-asset,-3.333333333333333,Bearish,,,
2023-05-12,V5.FULL,US-DOLLAR,single,1.6666666666666665,Bullish,,,
2023-05-12,V5.FULL,GBPUSD,fx,2.268518518518518,Bullish,,,
2023-05-12,V5.FULL,USDJPY,fx,-1.6666666666666665,Bearish,,,
2023-05-12,V5.FULL,AUDUSD,fx,1.3888888888888888,Bullish,,,
2023-05-12,V5.FULL,EURGBP,fx,-2.3611111111111107,Bearish,,,
2023-05-12,V5.FULL,EURJPY,fx,-1.759259259259259,Bearish,,,
2023-05-12,V5.FULL,EURAUD,fx,-1.4814814814814814,Bearish,,,
2023-05-12,V5.FULL,GBPCHF,fx,2.6256613756613754,Bullish,,,
2023-05-12,V5.FULL,GBPNZD,fx,1.6732804232804228,Bullish,,,
2023-05-12,V5.FULL,CHFJPY,fx,-2.0238095238095237,Bearish,,,
2023-05-12,V5.FULL,AUDCHF,fx,1.746031746031746,Bullish,,,
2023-05-12,V5.FULL,CADCHF,fx,1.560846560846561,Bullish,,,
2023-05-12,V5.FULL,DAX,cross-asset,-3.333333333333333,Bearish,,,
2023-05-15,V5.T,FTSE100,cross-asset,10.0,Very Bullish,0.37661920565249973,0.3309736644898833,0.420096884701852
2023-05-15,V5.TS,US-DOLLAR,single,15.0,Very Bullish,,,
2023-05-15,V5.TS,EURUSD,fx,7.5,Very Bullish,,,
2023-05-15,V5.TS,GBPUSD,fx,7.5,Very Bullish,,,
2023-05-15,V5.TS,USDJPY,fx,-7.5,Very Bearish,,,
2023-05-15,V5.TS,USDCHF,fx,-7.5,Very Bearish,,,
2023-05-15,V5.TS,USDCAD,fx,-7.5,Very Bearish,,,
2023-05-15,V5.TS,AUDUSD,fx,7.5,Very Bullish,,,
2023-05-15,V5.TS,NZDUSD,fx,7.5,Very Bullish,,,
2023-05-15,V5.TS,FTSE100,cross-asset,10.0,Very Bullish,0.37661920565249973,0.3309736644898833,0.420096884701852
2023-05-15,V5.TS,GOLD,cross-asset,15.0,Very Bullish,,,
2023-05-15,V5.TS,SILVER,cross-asset,15.0,Very Bullish,,,
2023-05-15,V5.NOF,US-DOLLAR,single,5.0,Very Bullish,,,
2023-05-15,V5.NOF,EURUSD,fx,2.5,Bullish,,,
2023-05-15,V5.NOF,GBPUSD,fx,2.5,Bullish,,,
2023-05-15,V5.NOF,USDJPY,fx,-2.5,Bearish,,,
2023-05-15,V5.NOF,USDCHF,fx,-7.5,Very Bearish,,,
2023-05-15,V5.NOF,USDCAD,fx,-2.5,Bearish,,,
2023-05-15,V5.NOF,AUDUSD,fx,4.166666666666667,Very Bullish,,,
2023-05-15,V5.NOF,NZDUSD,fx,7.5,Very Bullish,,,
2023-05-15,V5.NOF,EURCHF,fx,-5.0,Very Bearish,,,
2023-05-15,V5.NOF,EURAUD,fx,-1.666666666666667,Bearish,,,
2023-05-15,V5.NOF,EURNZD,fx,-5.0,Very Bearish,,,
2023-05-15,V5.NOF,GBPCHF,fx,-5.0,Very Bearish,,,
2023-05-15,V5.NOF,GBPAUD,fx,-1.666666666666667,Bearish,,,
2023-05-15,V5.NOF,GBPNZD,fx,-5.0,Very Bearish,,,
2023-05-15,V5.NOF,AUDJPY,fx,1.666666666666667,Bullish,,,
2023-05-15,V5.NOF,NZDJPY,fx,5.0,Very Bullish,,,
2023-05-15,V5.NOF,CHFJPY,fx,5.0,Very Bullish,,,
2023-05-15,V5.NOF,AUDNZD,fx,-3.333333333333333,Very Bearish,,,
2023-05-15,V5.NOF,AUDCAD,fx,1.666666666666667,Bullish,,,
2023-05-15,V5.NOF,AUDCHF,fx,-3.333333333333333,Very Bearish,,,
2023-05-15,V5.NOF,NZDCAD,fx,5.0,Very Bullish,,,
2023-05-15,V5.NOF,CADCHF,fx,-5.0,Very Bearish,,,
2023-05-15,V5.NOF,DJIA,cross-asset,-3.333333333333333,Bearish,,,
2023-05-15,V5.NOF,SP500,cross-asset,-3.333333333333333,Bearish,,,
2023-05-15,V5.NOF,NASDAQ,cross-asset,-3.333333333333333,Bearish,,,
2023-05-15,V5.NOF,DAX,cross-asset,-3.333333333333333,Bearish,,,
2023-05-15,V5.NOF,NIKKEI,cross-asset,-3.333333333333333,Bearish,,,
2023-05-15,V5.NOF,GOLD,cross-asset,2.7777777777777777,Bullish,,,
2023-05-15,V5.NOF,SILVER,cross-asset,2.7777777777777777,Bullish,,,
2023-05-15,V5.HALF,US-DOLLAR,single,2.5,Bullish,,,
2023-05-15,V5.HALF,GBPUSD,fx,2.1180555555555554,Bullish,,,
2023-05-15,V5.HALF,USDJPY,fx,-1.875,Bearish,,,
2023-05-15,V5.HALF,USDCAD,fx,-1.527777777777778,Bearish,,,
2023-05-15,V5.HALF,AUDUSD,fx,2.0833333333333335,Bullish,,,
2023-05-15,V5.HALF,NZDUSD,fx,1.458333333333333,Bullish,,,
2023-05-15,V5.HALF,EURGBP,fx,-1.5624999999999998,Bearish,,,
2023-05-15,V5.HALF,EURJPY,fx,-1.3194444444444444,Bearish,,,
2023-05-15,V5.HALF,EURAUD,fx,-1.527777777777778,Bearish,,,
2023-05-15,V5.HALF,GBPCHF,fx,1.4930555555555554,Bullish,,,
2023-05-15,V5.HALF,AUDCHF,fx,1.4583333333333335,Bullish,,,
2023-05-15,V5.HALF,DAX,cross-asset,-3.333333333333333,Bearish,,,
2023-05-15,V5.FULL,US-DOLLAR,single,1.6666666666666665,Bullish,,,
2023-05-15,V5.FULL,GBPUSD,fx,1.9907407407407407,Bullish,,,
2023-05-15,V5.FULL,USDJPY,fx,-1.6666666666666665,Bearish,,,
2023-05-15,V5.FULL,AUDUSD,fx,1.3888888888888888,Bullish,,,
2023-05-15,V5.FULL,EURGBP,fx,-2.083333333333333,Bearish,,,
2023-05-15,V5.FULL,EURJPY,fx,-1.759259259259259,Bearish,,,
