as_of,variant,symbol,cls,score,bias,r5,r10
2023-12-27,V4.0,NASDAQ,cross-asset,3.8888888888888884,Bullish,,
2023-12-27,V4.0,DAX,cross-asset,2.916666666666666,Bullish,,
2023-12-27,V4.0,NIKKEI,cross-asset,2.083333333333333,Bullish,,
2023-12-27,V4.0,FTSE100,cross-asset,1.6666666666666665,Neutral,0.0,0.0
2023-12-27,V4.0,GOLD,cross-asset,4.666666666666666,Very Bullish,,
2023-12-27,V4.0,SILVER,cross-asset,4.666666666666666,Very Bullish,,
2023-12-27,V4.1,US-DOLLAR,single,-3.75,Very Bearish,,
2023-12-27,V4.1,EURUSD,fx,0.3125,Neutral,,
2023-12-27,V4.1,GBPUSD,fx,1.0416666666666665,Neutral,,
2023-12-27,V4.1,USDJPY,fx,0.0,Neutral,,
2023-12-27,V4.1,USDCHF,fx,-1.875,Bearish,,
2023-12-27,V4.1,USDCAD,fx,-0.3472222222222223,Neutral,,
2023-12-27,V4.1,AUDUSD,fx,1.25,Neutral,,
2023-12-27,V4.1,NZDUSD,fx,2.2916666666666665,Bullish,,
2023-12-27,V4.1,EURGBP,fx,-0.7291666666666665,Neutral,,
2023-12-27,V4.1,EURJPY,fx,0.3125,Neutral,,
2023-12-27,V4.1,EURCHF,fx,-1.5625,Bearish,,
2023-12-27,V4.1,EURAUD,fx,-0.9375,Neutral,,
2023-12-27,V4.1,EURNZD,fx,-1.9791666666666665,Bearish,,
2023-12-27,V4.1,EURCAD,fx,-0.03472222222222232,Neutral,,
2023-12-27,V4.1,GBPJPY,fx,1.0416666666666665,Neutral,,
2023-12-27,V4.1,GBPCHF,fx,-0.8333333333333335,Neutral,,
2023-12-27,V4.1,GBPAUD,fx,-0.20833333333333348,Neutral,,
2023-12-27,V4.1,GBPNZD,fx,-1.25,Neutral,,
2023-12-27,V4.1,GBPCAD,fx,0.6944444444444442,Neutral,,
2023-12-27,V4.1,AUDJPY,fx,1.25,Neutral,,
2023-12-27,V4.1,NZDJPY,fx,2.2916666666666665,Bullish,,
2023-12-27,V4.1,CADJPY,fx,0.3472222222222223,Neutral,,
2023-12-27,V4.1,CHFJPY,fx,1.875,Bullish,,
2023-12-27,V4.1,AUDNZD,fx,-1.0416666666666665,Neutral,,
2023-12-27,V4.1,AUDCAD,fx,0.9027777777777777,Neutral,,
2023-12-27,V4.1,AUDCHF,fx,-0.625,Neutral,,
2023-12-27,V4.1,NZDCAD,fx,1.9444444444444442,Bullish,,
2023-12-27,V4.1,NZDCHF,fx,0.41666666666666663,Neutral,,
2023-12-27,V4.1,CADCHF,fx,-1.5277777777777777,Bearish,,
2023-12-27,V4.1,DJIA,cross-asset,3.8888888888888884,Bullish,,
2023-12-27,V4.1,SP500,cross-asset,3.8888888888888884,Bullish,,
2023-12-27,V4.1,NASDAQ,cross-asset,3.8888888888888884,Bullish,,
2023-12-27,V4.1,DAX,cross-asset,2.916666666666666,Bullish,,
2023-12-27,V4.1,NIKKEI,cross-asset,-0.41666666666666674,Neutral,,
2023-12-27,V4.1,FTSE100,cross-asset,0.4166666666666666,Neutral,0.0,0.0
2023-12-27,V4.1,GOLD,cross-asset,4.666666666666666,Very Bullish,,
2023-12-27,V4.1,SILVER,cross-asset,4.666666666666666,Very Bullish,,
2023-12-27,V4.2,US-DOLLAR,single,-3.825573867055046,Very Bearish,,
2023-12-27,V4.2,EURUSD,fx,0.11531066771859821,Neutral,,
2023-12-27,V4.2,GBPUSD,fx,0.8969615115912117,Neutral,,
2023-12-27,V4.2,USDJPY,fx,-0.31152506643198397,Neutral,,
2023-12-27,V4.2,USDCHF,fx,-2.350767946174663,Bearish,,
2023-12-27,V4.2,USDCAD,fx,-0.48944305166482294,Neutral,,
2023-12-27,V4.2,AUDUSD,fx,1.0812160276783223,Neutral,,
2023-12-27,V4.2,NZDUSD,fx,2.3294536001941895,Bullish,,
2023-12-27,V4.2,EURGBP,fx,-0.7816508438726135,Neutral,,
2023-12-27,V4.2,EURJPY,fx,-0.19621439871338575,Neutral,,
2023-12-27,V4.2,EURCHF,fx,-2.2354572784560647,Bearish,,
2023-12-27,V4.2,EURAUD,fx,-0.965905359959724,Neutral,,
2023-12-27,V4.2,EURNZD,fx,-2.2141429324755912,Bearish,,
2023-12-27,V4.2,EURCAD,fx,-0.3741323839462247,Neutral,,
2023-12-27,V4.2,GBPJPY,fx,0.5854364451592278,Neutral,,
2023-12-27,V4.2,GBPCHF,fx,-1.453806434583451,Bearish,,
2023-12-27,V4.2,GBPAUD,fx,-0.18425451608711052,Neutral,,
2023-12-27,V4.2,GBPNZD,fx,-1.4324920886029777,Bearish,,
2023-12-27,V4.2,GBPCAD,fx,0.4075184599263888,Neutral,,
2023-12-27,V4.2,AUDJPY,fx,0.7696909612463383,Neutral,,
2023-12-27,V4.2,NZDJPY,fx,2.0179285337622055,Bullish,,
2023-12-27,V4.2,CADJPY,fx,0.17791798523283897,Neutral,,
2023-12-27,V4.2,CHFJPY,fx,2.039242879742679,Bullish,,
2023-12-27,V4.2,AUDNZD,fx,-1.2482375725158672,Neutral,,
2023-12-27,V4.2,AUDCAD,fx,0.5917729760134993,Neutral,,
2023-12-27,V4.2,AUDCHF,fx,-1.2695519184963404,Neutral,,
2023-12-27,V4.2,NZDCAD,fx,1.8400105485293667,Bullish,,
2023-12-27,V4.2,NZDCHF,fx,-0.02131434598047316,Neutral,,
2023-12-27,V4.2,CADCHF,fx,-1.8613248945098397,Bearish,,
2023-12-27,V4.2,DJIA,cross-asset,5.5555555555555545,Very Bullish,,
2023-12-27,V4.2,SP500,cross-asset,5.5555555555555545,Very Bullish,,
2023-12-27,V4.2,NASDAQ,cross-asset,5.5555555555555545,Very Bullish,,
2023-12-27,V4.2,DAX,cross-asset,2.916666666666666,Bullish,,
2023-12-27,V4.2,NIKKEI,cross-asset,-1.666666666666667,Neutral,,
2023-12-27,V4.2,FTSE100,cross-asset,0.4166666666666666,Neutral,0.0,0.0
2023-12-27,V4.2,GOLD,cross-asset,3.6666666666666665,Bullish,,
2023-12-27,V4.2,SILVER,cross-asset,3.6666666666666665,Bullish,,
2023-12-28,V4.0,US-DOLLAR,single,-4.166666666666667,Very Bearish,,
2023-12-28,V4.0,EURUSD,fx,0.5208333333333335,Neutral,,
2023-12-28,V4.0,GBPUSD,fx,0.8333333333333335,Neutral,,
2023-12-28,V4.0,USDJPY,fx,-0.5208333333333335,Neutral,,
2023-12-28,V4.0,USDCHF,fx,-2.0833333333333335,Bearish,,
2023-12-28,V4.0,USDCAD,fx,-0.9722222222222223,Neutral,,
2023-12-28,V4.0,AUDUSD,fx,1.6666666666666667,Bullish,,
2023-12-28,V4.0,NZDUSD,fx,3.055555555555556,Very Bullish,,
2023-12-28,V4.0,EURGBP,fx,-0.3125,Neutral,,
2023-12-28,V4.0,EURJPY,fx,0.0,Neutral,,
2023-12-28,V4.0,EURCHF,fx,-1.5625,Bearish,,
2023-12-28,V4.0,EURAUD,fx,-1.1458333333333333,Neutral,,
2023-12-28,V4.0,EURNZD,fx,-2.5347222222222223,Bearish,,
2023-12-28,V4.0,EURCAD,fx,-0.45138888888888884,Neutral,,
2023-12-28,V4.0,GBPJPY,fx,0.3125,Neutral,,
2023-12-28,V4.0,GBPCHF,fx,-1.25,Neutral,,
2023-12-28,V4.0,GBPAUD,fx,-0.8333333333333333,Neutral,,
2023-12-28,V4.0,GBPNZD,fx,-2.2222222222222223,Bearish,,
2023-12-28,V4.0,GBPCAD,fx,-0.13888888888888884,Neutral,,
2023-12-28,V4.0,AUDJPY,fx,1.1458333333333333,Neutral,,
2023-12-28,V4.0,NZDJPY,fx,2.5347222222222223,Bullish,,
2023-12-28,V4.0,CADJPY,fx,0.45138888888888884,Neutral,,
2023-12-28,V4.0,CHFJPY,fx,1.5625,Bullish,,
2023-12-28,V4.0,AUDNZD,fx,-1.3888888888888888,Bearish,,
2023-12-28,V4.0,AUDCAD,fx,0.6944444444444444,Neutral,,
2023-12-28,V4.0,AUDCHF,fx,-0.41666666666666674,Neutral,,
2023-12-28,V4.0,NZDCAD,fx,2.0833333333333335,Bullish,,
2023-12-28,V4.0,NZDCHF,fx,0.9722222222222222,Neutral,,
2023-12-28,V4.0,CADCHF,fx,-1.1111111111111112,Neutral,,
2023-12-28,V4.0,DJIA,cross-asset,3.8888888888888884,Bullish,,
2023-12-28,V4.0,SP500,cross-asset,3.8888888888888884,Bullish,,
2023-12-28,V4.0,NASDAQ,cross-asset,3.8888888888888884,Bullish,,
2023-12-28,V4.0,DAX,cross-asset,2.916666666666666,Bullish,,
2023-12-28,V4.0,NIKKEI,cross-asset,2.083333333333333,Bullish,,
2023-12-28,V4.0,FTSE100,cross-asset,1.6666666666666665,Neutral,0.0,0.0
2023-12-28,V4.0,GOLD,cross-asset,4.666666666666666,Very Bullish,,
2023-12-28,V4.0,SILVER,cross-asset,4.666666666666666,Very Bullish,,
2023-12-28,V4.1,US-DOLLAR,single,-3.75,Very Bearish,,
2023-12-28,V4.1,EURUSD,fx,0.3125,Neutral,,
2023-12-28,V4.1,GBPUSD,fx,1.0416666666666665,Neutral,,
2023-12-28,V4.1,USDJPY,fx,0.0,Neutral,,
2023-12-28,V4.1,USDCHF,fx,-1.875,Bearish,,
2023-12-28,V4.1,USDCAD,fx,-0.3472222222222223,Neutral,,
2023-12-28,V4.1,AUDUSD,fx,1.25,Neutral,,
2023-12-28,V4.1,NZDUSD,fx,2.8472222222222223,Bullish,,
2023-12-28,V4.1,EURGBP,fx,-0.7291666666666665,Neutral,,
2023-12-28,V4.1,EURJPY,fx,0.3125,Neutral,,
2023-12-28,V4.1,EURCHF,fx,-1.5625,Bearish,,
2023-12-28,V4.1,EURAUD,fx,-0.9375,Neutral,,
2023-12-28,V4.1,EURNZD,fx,-2.5347222222222223,Bearish,,
2023-12-28,V4.1,EURCAD,fx,-0.03472222222222232,Neutral,,
2023-12-28,V4.1,GBPJPY,fx,1.0416666666666665,Neutral,,
2023-12-28,V4.1,GBPCHF,fx,-0.8333333333333335,Neutral,,
2023-12-28,V4.1,GBPAUD,fx,-0.20833333333333348,Neutral,,
2023-12-28,V4.1,GBPNZD,fx,-1.8055555555555558,Bearish,,
2023-12-28,V4.1,GBPCAD,fx,0.6944444444444442,Neutral,,
2023-12-28,V4.1,AUDJPY,fx,1.25,Neutral,,
2023-12-28,V4.1,NZDJPY,fx,2.8472222222222223,Bullish,,
2023-12-28,V4.1,CADJPY,fx,0.3472222222222223,Neutral,,
2023-12-28,V4.1,CHFJPY,fx,1.875,Bullish,,
2023-12-28,V4.1,AUDNZD,fx,-1.5972222222222223,Bearish,,
2023-12-28,V4.1,AUDCAD,fx,0.9027777777777777,Neutral,,
2023-12-28,V4.1,AUDCHF,fx,-0.625,Neutral,,
2023-12-28,V4.1,NZDCAD,fx,2.5,Bullish,,
2023-12-28,V4.1,NZDCHF,fx,0.9722222222222222,Neutral,,
2023-12-28,V4.1,CADCHF,fx,-1.5277777777777777,Bearish,,
2023-12-28,V4.1,DJIA,cross-asset,3.8888888888888884,Bullish,,
2023-12-28,V4.1,SP500,cross-asset,3.8888888888888884,Bullish,,
2023-12-28,V4.1,NASDAQ,cross-asset,3.8888888888888884,Bullish,,
2023-12-28,V4.1,DAX,cross-asset,2.916666666666666,Bullish,,
2023-12-28,V4.1,NIKKEI,cross-asset,-0.41666666666666674,Neutral,,
2023-12-28,V4.1,FTSE100,cross-asset,0.4166666666666666,Neutral,0.0,0.0
2023-12-28,V4.1,GOLD,cross-asset,4.666666666666666,Very Bullish,,
2023-12-28,V4.1,SILVER,cross-asset,4.666666666666666,Very Bullish,,
2023-12-28,V4.2,US-DOLLAR,single,-3.825573867055046,Very Bearish,,
2023-12-28,V4.2,EURUSD,fx,0.11531066771859821,Neutral,,
2023-12-28,V4.2,GBPUSD,fx,0.8969615115912117,Neutral,,
2023-12-28,V4.2,USDJPY,fx,-0.31152506643198397,Neutral,,
2023-12-28,V4.2,USDCHF,fx,-2.350767946174663,Bearish,,
2023-12-28,V4.2,USDCAD,fx,-0.48944305166482294,Neutral,,
2023-12-28,V4.2,AUDUSD,fx,1.0812160276783223,Neutral,,
2023-12-28,V4.2,NZDUSD,fx,2.8850091557497453,Bullish,,
2023-12-28,V4.2,EURGBP,fx,-0.7816508438726135,Neutral,,
2023-12-28,V4.2,EURJPY,fx,-0.19621439871338575,Neutral,,
2023-12-28,V4.2,EURCHF,fx,-2.2354572784560647,Bearish,,
2023-12-28,V4.2,EURAUD,fx,-0.965905359959724,Neutral,,
2023-12-28,V4.2,EURNZD,fx,-2.769698488031147,Bearish,,
2023-12-28,V4.2,EURCAD,fx,-0.3741323839462247,Neutral,,
2023-12-28,V4.2,GBPJPY,fx,0.5854364451592278,Neutral,,
2023-12-28,V4.2,GBPCHF,fx,-1.453806434583451,Bearish,,
2023-12-28,V4.2,GBPAUD,fx,-0.18425451608711052,Neutral,,
2023-12-28,V4.2,GBPNZD,fx,-1.9880476441585335,Bearish,,
2023-12-28,V4.2,GBPCAD,fx,0.4075184599263888,Neutral,,
2023-12-28,V4.2,AUDJPY,fx,0.7696909612463383,Neutral,,
2023-12-28,V4.2,NZDJPY,fx,2.5734840893177613,Bullish,,
2023-12-28,V4.2,CADJPY,fx,0.17791798523283897,Neutral,,
2023-12-28,V4.2,CHFJPY,fx,2.039242879742679,Bullish,,
2023-12-28,V4.2,AUDNZD,fx,-1.803793128071423,Bearish,,
2023-12-28,V4.2,AUDCAD,fx,0.5917729760134993,Neutral,,
2023-12-28,V4.2,AUDCHF,fx,-1.2695519184963404,Neutral,,
2023-12-28,V4.2,NZDCAD,fx,2.395566104084922,Bullish,,
2023-12-28,V4.2,NZDCHF,fx,0.5342412095750824,Neutral,,
2023-12-28,V4.2,CADCHF,fx,-1.8613248945098397,Bearish,,
2023-12-28,V4.2,DJIA,cross-asset,5.5555555555555545,Very Bullish,,
2023-12-28,V4.2,SP500,cross-asset,5.5555555555555545,Very Bullish,,
2023-12-28,V4.2,NASDAQ,cross-asset,5.5555555555555545,Very Bullish,,
2023-12-28,V4.2,DAX,cross-asset,2.916666666666666,Bullish,,
2023-12-28,V4.2,NIKKEI,cross-asset,-1.666666666666667,Neutral,,
2023-12-28,V4.2,FTSE100,cross-asset,0.4166666666666666,Neutral,0.0,0.0
2023-12-28,V4.2,GOLD,cross-asset,3.6666666666666665,Bullish,,
2023-12-28,V4.2,SILVER,cross-asset,3.6666666666666665,Bullish,,
2023-12-29,V4.0,US-DOLLAR,single,-4.166666666666667,Very Bearish,,
2023-12-29,V4.0,EURUSD,fx,0.5208333333333335,Neutral,,
2023-12-29,V4.0,GBPUSD,fx,0.8333333333333335,Neutral,,
2023-12-29,V4.0,USDJPY,fx,-0.5208333333333335,Neutral,,
2023-12-29,V4.0,USDCHF,fx,-2.0833333333333335,Bearish,,
2023-12-29,V4.0,USDCAD,fx,-0.9722222222222223,Neutral,,
2023-12-29,V4.0,AUDUSD,fx,1.6666666666666667,Bullish,,
2023-12-29,V4.0,NZDUSD,fx,3.055555555555556,Very Bullish,,
2023-12-29,V4.0,EURGBP,fx,-0.3125,Neutral,,
2023-12-29,V4.0,EURJPY,fx,0.0,Neutral,,
2023-12-29,V4.0,EURCHF,fx,-1.5625,Bearish,,
2023-12-29,V4.0,EURAUD,fx,-1.1458333333333333,Neutral,,
2023-12-29,V4.0,EURNZD,fx,-2.5347222222222223,Bearish,,
2023-12-29,V4.0,EURCAD,fx,-0.45138888888888884,Neutral,,
2023-12-29,V4.0,GBPJPY,fx,0.3125,Neutral,,
2023-12-29,V4.0,GBPCHF,fx,-1.25,Neutral,,
2023-12-29,V4.0,GBPAUD,fx,-0.8333333333333333,Neutral,,
2023-12-29,V4.0,GBPNZD,fx,-2.2222222222222223,Bearish,,
2023-12-29,V4.0,GBPCAD,fx,-0.13888888888888884,Neutral,,
2023-12-29,V4.0,AUDJPY,fx,1.1458333333333333,Neutral,,
2023-12-29,V4.0,NZDJPY,fx,2.5347222222222223,Bullish,,
2023-12-29,V4.0,CADJPY,fx,0.45138888888888884,Neutral,,
2023-12-29,V4.0,CHFJPY,fx,1.5625,Bullish,,
2023-12-29,V4.0,AUDNZD,fx,-1.3888888888888888,Bearish,,
2023-12-29,V4.0,AUDCAD,fx,0.6944444444444444,Neutral,,
2023-12-29,V4.0,AUDCHF,fx,-0.41666666666666674,Neutral,,
2023-12-29,V4.0,NZDCAD,fx,2.0833333333333335,Bullish,,
2023-12-29,V4.0,NZDCHF,fx,0.9722222222222222,Neutral,,
2023-12-29,V4.0,CADCHF,fx,-1.1111111111111112,Neutral,,
2023-12-29,V4.0,DJIA,cross-asset,3.333333333333333,Bullish,,
2023-12-29,V4.0,SP500,cross-asset,3.333333333333333,Bullish,,
2023-12-29,V4.0,NASDAQ,cross-asset,3.333333333333333,Bullish,,
2023-12-29,V4.0,DAX,cross-asset,2.5,Bullish,,
2023-12-29,V4.0,NIKKEI,cross-asset,1.6666666666666665,Neutral,,
2023-12-29,V4.0,FTSE100,cross-asset,1.25,Neutral,0.0,0.0
2023-12-29,V4.0,GOLD,cross-asset,4.0,Bullish,,
2023-12-29,V4.0,SILVER,cross-asset,4.0,Bullish,,
2023-12-29,V4.1,US-DOLLAR,single,-3.75,Very Bearish,,
2023-12-29,V4.1,EURUSD,fx,0.3125,Neutral,,
2023-12-29,V4.1,GBPUSD,fx,1.0416666666666665,Neutral,,
2023-12-29,V4.1,USDJPY,fx,0.0,Neutral,,
2023-12-29,V4.1,USDCHF,fx,-1.875,Bearish,,
2023-12-29,V4.1,USDCAD,fx,-0.3472222222222223,Neutral,,
2023-12-29,V4.1,AUDUSD,fx,1.25,Neutral,,
2023-12-29,V4.1,NZDUSD,fx,2.8472222222222223,Bullish,,
2023-12-29,V4.1,EURGBP,fx,-0.7291666666666665,Neutral,,
2023-12-29,V4.1,EURJPY,fx,0.3125,Neutral,,
2023-12-29,V4.1,EURCHF,fx,-1.5625,Bearish,,
2023-12-29,V4.1,EURAUD,fx,-0.9375,Neutral,,
2023-12-29,V4.1,EURNZD,fx,-2.5347222222222223,Bearish,,
2023-12-29,V4.1,EURCAD,fx,-0.03472222222222232,Neutral,,
2023-12-29,V4.1,GBPJPY,fx,1.0416666666666665,Neutral,,
2023-12-29,V4.1,GBPCHF,fx,-0.8333333333333335,Neutral,,
2023-12-29,V4.1,GBPAUD,fx,-0.20833333333333348,Neutral,,
2023-12-29,V4.1,GBPNZD,fx,-1.8055555555555558,Bearish,,
2023-12-29,V4.1,GBPCAD,fx,0.6944444444444442,Neutral,,
2023-12-29,V4.1,AUDJPY,fx,1.25,Neutral,,
2023-12-29,V4.1,NZDJPY,fx,2.8472222222222223,Bullish,,
2023-12-29,V4.1,CADJPY,fx,0.3472222222222223,Neutral,,
2023-12-29,V4.1,CHFJPY,fx,1.875,Bullish,,
2023-12-29,V4.1,AUDNZD,fx,-1.5972222222222223,Bearish,,
2023-12-29,V4.1,AUDCAD,fx,0.9027777777777777,Neutral,,
2023-12-29,V4.1,AUDCHF,fx,-0.625,Neutral,,
2023-12-29,V4.1,NZDCAD,fx,2.5,Bullish,,
2023-12-29,V4.1,NZDCHF,fx,0.9722222222222222,Neutral,,
2023-12-29,V4.1,CADCHF,fx,-1.5277777777777777,Bearish,,
2023-12-29,V4.1,DJIA,cross-asset,3.333333333333333,Bullish,,
2023-12-29,V4.1,SP500,cross-asset,3.333333333333333,Bullish,,
2023-12-29,V4.1,NASDAQ,cross-asset,3.333333333333333,Bullish,,
2023-12-29,V4.1,DAX,cross-asset,2.5,Bullish,,
2023-12-29,V4.1,NIKKEI,cross-asset,-0.8333333333333335,Neutral,,
2023-12-29,V4.1,FTSE100,cross-asset,0.0,Neutral,0.0,0.0
2023-12-29,V4.1,GOLD,cross-asset,4.0,Bullish,,
2023-12-29,V4.1,SILVER,cross-asset,4.0,Bullish,,
2023-12-29,V4.2,US-DOLLAR,single,-3.825573867055046,Very Bearish,,
2023-12-29,V4.2,EURUSD,fx,0.11531066771859821,Neutral,,
2023-12-29,V4.2,GBPUSD,fx,0.8969615115912117,Neutral,,
2023-12-29,V4.2,USDJPY,fx,-0.31152506643198397,Neutral,,
2023-12-29,V4.2,USDCHF,fx,-2.350767946174663,Bearish,,
2023-12-29,V4.2,USDCAD,fx,-0.48944305166482294,Neutral,,
2023-12-29,V4.2,AUDUSD,fx,1.0812160276783223,Neutral,,
2023-12-29,V4.2,NZDUSD,fx,2.8850091557497453,Bullish,,
2023-12-29,V4.2,EURGBP,fx,-0.7816508438726135,Neutral,,
2023-12-29,V4.2,EURJPY,fx,-0.19621439871338575,Neutral,,
2023-12-29,V4.2,EURCHF,fx,-2.2354572784560647,Bearish,,
2023-12-29,V4.2,EURAUD,fx,-0.965905359959724,Neutral,,
2023-12-29,V4.2,EURNZD,fx,-2.769698488031147,Bearish,,
2023-12-29,V4.2,EURCAD,fx,-0.3741323839462247,Neutral,,
2023-12-29,V4.2,GBPJPY,fx,0.5854364451592278,Neutral,,
2023-12-29,V4.2,GBPCHF,fx,-1.453806434583451,Bearish,,
2023-12-29,V4.2,GBPAUD,fx,-0.18425451608711052,Neutral,,
2023-12-29,V4.2,GBPNZD,fx,-1.9880476441585335,Bearish,,
2023-12-29,V4.2,GBPCAD,fx,0.4075184599263888,Neutral,,
2023-12-29,V4.2,AUDJPY,fx,0.7696909612463383,Neutral,,
2023-12-29,V4.2,NZDJPY,fx,2.5734840893177613,Bullish,,
2023-12-29,V4.2,CADJPY,fx,0.17791798523283897,Neutral,,
2023-12-29,V4.2,CHFJPY,fx,2.039242879742679,Bullish,,
2023-12-29,V4.2,AUDNZD,fx,-1.803793128071423,Bearish,,
2023-12-29,V4.2,AUDCAD,fx,0.5917729760134993,Neutral,,
2023-12-29,V4.2,AUDCHF,fx,-1.2695519184963404,Neutral,,
2023-12-29,V4.2,NZDCAD,fx,2.395566104084922,Bullish,,
2023-12-29,V4.2,NZDCHF,fx,0.5342412095750824,Neutral,,
2023-12-29,V4.2,CADCHF,fx,-1.8613248945098397,Bearish,,
2023-12-29,V4.2,DJIA,cross-asset,5.0,Very Bullish,,
2023-12-29,V4.2,SP500,cross-asset,5.0,Very Bullish,,
2023-12-29,V4.2,NASDAQ,cross-asset,5.0,Very Bullish,,
2023-12-29,V4.2,DAX,cross-asset,2.5,Bullish,,
2023-12-29,V4.2,NIKKEI,cross-asset,-2.0833333333333335,Bearish,,
2023-12-29,V4.2,FTSE100,cross-asset,0.0,Neutral,0.0,0.0
2023-12-29,V4.2,GOLD,cross-asset,3.0,Bullish,,
2023-12-29,V4.2,SILVER,cross-asset,3.0,Bullish,,
2024-01-01,V4.0,US-DOLLAR,single,-1.6666666666666665,Bearish,,
2024-01-01,V4.0,EURUSD,fx,-0.7291666666666667,Neutral,,
2024-01-01,V4.0,GBPUSD,fx,-2.083333333333334,Bearish,,
2024-01-01,V4.0,USDJPY,fx,0.7291666666666667,Neutral,,
2024-01-01,V4.0,USDCHF,fx,-0.8333333333333333,Neutral,,
2024-01-01,V4.0,USDCAD,fx,0.2777777777777779,Neutral,,
2024-01-01,V4.0,AUDUSD,fx,0.20833333333333326,Neutral,,
2024-01-01,V4.0,NZDUSD,fx,1.8055555555555554,Bullish,,
2024-01-01,V4.0,EURGBP,fx,1.354166666666667,Bullish,,
2024-01-01,V4.0,EURJPY,fx,0.0,Neutral,,
2024-01-01,V4.0,EURCHF,fx,-1.5625,Bearish,,
2024-01-01,V4.0,EURAUD,fx,-0.9375,Neutral,,
2024-01-01,V4.0,EURNZD,fx,-2.5347222222222223,Bearish,,
2024-01-01,V4.0,EURCAD,fx,-0.45138888888888884,Neutral,,
2024-01-01,V4.0,GBPJPY,fx,-1.354166666666667,Bearish,,
2024-01-01,V4.0,GBPCHF,fx,-2.916666666666667,Bearish,,
2024-01-01,V4.0,GBPAUD,fx,-2.291666666666667,Bearish,,
2024-01-01,V4.0,GBPNZD,fx,-3.8888888888888893,Very Bearish,,
2024-01-01,V4.0,GBPCAD,fx,-1.8055555555555558,Bearish,,
2024-01-01,V4.0,AUDJPY,fx,0.9375,Neutral,,
2024-01-01,V4.0,NZDJPY,fx,2.5347222222222223,Bullish,,
2024-01-01,V4.0,CADJPY,fx,0.45138888888888884,Neutral,,
2024-01-01,V4.0,CHFJPY,fx,1.5625,Bullish,,
2024-01-01,V4.0,AUDNZD,fx,-1.5972222222222223,Bearish,,
2024-01-01,V4.0,AUDCAD,fx,0.48611111111111116,Neutral,,
2024-01-01,V4.0,AUDCHF,fx,-0.625,Neutral,,
2024-01-01,V4.0,NZDCAD,fx,2.0833333333333335,Bullish,,
2024-01-01,V4.0,NZDCHF,fx,0.9722222222222222,Neutral,,
2024-01-01,V4.0,CADCHF,fx,-1.1111111111111112,Neutral,,
2024-01-01,V4.0,DJIA,cross-asset,2.7777777777777772,Bullish,,
2024-01-01,V4.0,SP500,cross-asset,2.7777777777777772,Bullish,,
2024-01-01,V4.0,NASDAQ,cross-asset,2.7777777777777772,Bullish,,
2024-01-01,V4.0,DAX,cross-asset,2.083333333333333,Bullish,,
2024-01-01,V4.0,NIKKEI,cross-asset,1.25,Neutral,,
2024-01-01,V4.0,FTSE100,cross-asset,1.6666666666666665,Neutral,0.0,0.0
2024-01-01,V4.0,GOLD,cross-asset,0.33333333333333326,Neutral,,
2024-01-01,V4.0,SILVER,cross-asset,0.33333333333333326,Neutral,,
2024-01-01,V4.1,US-DOLLAR,single,-1.6666666666666665,Bearish,,
2024-01-01,V4.1,EURUSD,fx,-0.7291666666666667,Neutral,,
2024-01-01,V4.1,GBPUSD,fx,-1.6666666666666667,Bearish,,
2024-01-01,V4.1,USDJPY,fx,1.0416666666666667,Neutral,,
2024-01-01,V4.1,USDCHF,fx,-0.8333333333333333,Neutral,,
2024-01-01,V4.1,USDCAD,fx,0.6944444444444444,Neutral,,
2024-01-01,V4.1,AUDUSD,fx,0.20833333333333326,Neutral,,
2024-01-01,V4.1,NZDUSD,fx,1.8055555555555554,Bullish,,
2024-01-01,V4.1,EURGBP,fx,0.9375,Neutral,,
2024-01-01,V4.1,EURJPY,fx,0.3125,Neutral,,
2024-01-01,V4.1,EURCHF,fx,-1.5625,Bearish,,
2024-01-01,V4.1,EURAUD,fx,-0.9375,Neutral,,
2024-01-01,V4.1,EURNZD,fx,-2.5347222222222223,Bearish,,
2024-01-01,V4.1,EURCAD,fx,-0.03472222222222232,Neutral,,
2024-01-01,V4.1,GBPJPY,fx,-0.625,Neutral,,
2024-01-01,V4.1,GBPCHF,fx,-2.5,Bearish,,
2024-01-01,V4.1,GBPAUD,fx,-1.875,Bearish,,
2024-01-01,V4.1,GBPNZD,fx,-3.4722222222222223,Very Bearish,,
2024-01-01,V4.1,GBPCAD,fx,-0.9722222222222223,Neutral,,
2024-01-01,V4.1,AUDJPY,fx,1.25,Neutral,,
2024-01-01,V4.1,NZDJPY,fx,2.8472222222222223,Bullish,,
2024-01-01,V4.1,CADJPY,fx,0.3472222222222223,Neutral,,
2024-01-01,V4.1,CHFJPY,fx,1.875,Bullish,,
2024-01-01,V4.1,AUDNZD,fx,-1.5972222222222223,Bearish,,
2024-01-01,V4.1,AUDCAD,fx,0.9027777777777777,Neutral,,
2024-01-01,V4.1,AUDCHF,fx,-0.625,Neutral,,
2024-01-01,V4.1,NZDCAD,fx,2.5,Bullish,,
2024-01-01,V4.1,NZDCHF,fx,0.9722222222222222,Neutral,,
2024-01-01,V4.1,CADCHF,fx,-1.5277777777777777,Bearish,,
2024-01-01,V4.1,DJIA,cross-asset,2.7777777777777772,Bullish,,
2024-01-01,V4.1,SP500,cross-asset,2.7777777777777772,Bullish,,
2024-01-01,V4.1,NASDAQ,cross-asset,2.7777777777777772,Bullish,,
