as_of,symbol,cls,score,bias,r15,r21,r30
2025-03-11,GBPNZD,fx,3.5416666666666665,Very Bullish,0.001737131743541065,0.0035405662253851222,-0.013052799080602195
2025-03-11,GBPCAD,fx,2.013888888888889,Bullish,-0.01085635669662699,-0.03408403505297031,-0.014614326322382465
2025-03-11,NZDJPY,fx,-1.6666666666666665,Bearish,0.010551149363967172,-0.012009341916515592,-0.0001778283600668562
2025-03-11,NZDCAD,fx,-1.5277777777777777,Bearish,-0.010335321050777724,-0.035305262390847525,-0.0003157677406817605
2025-03-11,DAX,cross-asset,-5.0,Very Bearish,0.0034600687554899867,-0.04687590570420863,-0.013898240091317349
2025-03-12,GBPUSD,fx,2.4305555555555554,Bullish,0.0027308914740642454,-3.085753078047038e-05,0.02203227697719612
2025-03-12,EURGBP,fx,-2.4305555555555554,Bearish,-0.007074881787539122,0.027918388737359967,0.016388951750259118
2025-03-12,GBPJPY,fx,1.875,Bullish,0.010329083345914869,-0.02515110969965495,-0.010428000978764063
2025-03-12,GBPCHF,fx,2.2916666666666665,Bullish,0.0034484267646930356,-0.06560763205111364,-0.03732002975799742
2025-03-12,GBPAUD,fx,2.8472222222222223,Bullish,0.006642411946587545,0.015850101928347682,0.015542853798659717
2025-03-12,GBPNZD,fx,3.5416666666666665,Very Bullish,0.0008581526715529808,-0.000703331313283373,-0.014283376167242512
2025-03-12,GBPCAD,fx,2.013888888888889,Bullish,-0.0056086515061163356,-0.026506787865112957,-0.012060749646773172
2025-03-12,NZDJPY,fx,-1.6666666666666665,Bearish,0.00877409932987061,-0.024331931832903497,0.0034743077883379048
2025-03-12,NZDCAD,fx,-1.5277777777777777,Bearish,-0.007315057839992201,-0.025882181393992454,0.002004957713618971
2025-03-12,DAX,cross-asset,-5.0,Very Bearish,-0.009458050607859758,-0.08569674158891705,-0.01376077890867966
2025-03-13,US-DOLLAR,single,-1.9444444444444444,Bearish,,,
2025-03-13,GBPUSD,fx,3.263888888888889,Very Bullish,0.011538550653001689,0.010302829030190086,0.03005892847488778
2025-03-13,USDJPY,fx,-1.3888888888888888,Bearish,-0.011386869220249896,-0.02891398242549781,-0.034796972527993186
2025-03-13,EURGBP,fx,-2.4305555555555554,Bearish,0.006480796314420001,0.0346119876829063,0.01842789964910585
2025-03-13,GBPJPY,fx,1.875,Bullish,0.0001986855383069308,-0.018964011774732503,-0.005422023769064643
2025-03-13,GBPCHF,fx,2.2916666666666665,Bullish,-0.014331265986895048,-0.06711867970146113,-0.034461613931812574
2025-03-13,GBPAUD,fx,2.8472222222222223,Bullish,0.004495014708309375,0.008373542518179233,0.009931749560692316
2025-03-13,GBPNZD,fx,3.5416666666666665,Very Bullish,-0.004824984261570631,-0.012198933748916119,-0.020986040123090022
2025-03-13,GBPCAD,fx,2.013888888888889,Bullish,-0.012585983717919969,-0.03022668677856588,-0.012104581875755471
2025-03-13,NZDJPY,fx,-1.6666666666666665,Bearish,0.005097433460075962,-0.008555133079847899,0.015375475285171136
2025-03-13,NZDCAD,fx,-1.5277777777777777,Bearish,-0.007731582786287383,-0.01883053732069051,0.008789204959883223
2025-03-13,DAX,cross-asset,-5.0,Very Bearish,-0.03826253025693416,-0.08245430925362529,-0.007306078035131391
2025-03-14,US-DOLLAR,single,-2.2222222222222223,Bearish,,,
2025-03-14,GBPUSD,fx,3.4027777777777777,Very Bullish,-0.0027987166106150374,0.019560091228884025,0.02882214233252145
2025-03-14,USDJPY,fx,-1.5277777777777777,Bearish,-0.01127700661413944,-0.03806999010906953,-0.033642621163900155
2025-03-14,USDCAD,fx,-1.3888888888888888,Bearish,-0.0100156603445275,-0.034786845310596726,-0.035990951800939586
2025-03-14,EURGBP,fx,-2.4305555555555554,Bearish,0.010694487402155506,0.023399395684137847,0.015214960386381371
2025-03-14,GBPJPY,fx,1.875,Bullish,-0.014013514146158701,-0.01915284301639064,-0.005435828612745275
2025-03-14,GBPCHF,fx,2.2916666666666665,Bullish,-0.03042523597491098,-0.060841724038385836,-0.03797468354430378
2025-03-14,GBPAUD,fx,2.8472222222222223,Bullish,0.04437743828716578,0.019839152589662845,0.01800844864973339
2025-03-14,GBPNZD,fx,3.5416666666666665,Very Bullish,0.024050227375877586,-0.001557369025265154,-0.008343048349633952
2025-03-14,GBPCAD,fx,2.013888888888889,Bullish,-0.012728222302386905,-0.01519956495754582,-0.008162430207452775
2025-03-14,NZDJPY,fx,-1.6666666666666665,Bearish,-0.03672081158740392,-0.015492875153931829,0.00330733595261834
2025-03-14,NZDCAD,fx,-1.5277777777777777,Bearish,-0.036323130569546724,-0.0136090662533902,-0.00027847733436647815
2025-03-14,DAX,cross-asset,-5.0,Very Bearish,-0.11361843417048834,-0.09183275394231527,-0.02442544928089052
2025-03-17,US-DOLLAR,single,-2.2222222222222223,Bearish,,,
2025-03-17,GBPUSD,fx,2.5694444444444446,Bullish,-0.02089398210187443,0.018560448531337093,0.034872079232321385
2025-03-17,USDJPY,fx,-1.5277777777777777,Bearish,-0.008964971569573987,-0.04028537710546087,-0.04833842935307375
2025-03-17,USDCAD,fx,-1.3888888888888888,Bearish,-0.0030868734381890306,-0.023519035719535508,-0.03217068100207887
2025-03-17,EURGBP,fx,-1.5972222222222223,Bearish,0.018590765278207133,0.013951994671360879,0.010348026738349558
2025-03-17,GBPCHF,fx,1.4583333333333335,Bullish,-0.04372096278862225,-0.04800818947792074,-0.03637143132125331
2025-03-17,GBPAUD,fx,2.0138888888888893,Bullish,0.04438479275133589,0.024655486890557077,0.02694158886545428
2025-03-17,GBPNZD,fx,2.7083333333333335,Bullish,0.02864978959680564,0.004611392694370942,0.00701792124332834
2025-03-17,NZDJPY,fx,-1.6666666666666665,Bearish,-0.05660943067679913,-0.02716883656030533,-0.021541335608934786
2025-03-17,NZDCAD,fx,-1.5277777777777777,Bearish,-0.05122403292973554,-0.010013720723106134,-0.005295717690104285
2025-03-17,DAX,cross-asset,-5.0,Very Bearish,-0.14178892569805956,-0.08541926601557459,-0.027849244933958572
2025-03-18,US-DOLLAR,single,-1.8055555555555556,Bearish,,,
2025-03-18,GBPUSD,fx,2.361111111111111,Bullish,-0.018359278857986716,0.01858232832882112,0.03054239478218057
2025-03-18,USDJPY,fx,-1.3194444444444444,Bearish,-0.02026402197949473,-0.04970850365208057,-0.046746632714601666
2025-03-18,EURGBP,fx,-1.5972222222222223,Bearish,0.01964489446662876,0.022449610192051717,0.008770678836280688
2025-03-18,GBPCHF,fx,1.4583333333333335,Bullish,-0.05108649863090653,-0.055272765569051474,-0.03145404760233106
2025-03-18,GBPAUD,fx,2.0138888888888893,Bullish,0.047642577924333684,0.016717466499019062,0.02705029917268864
2025-03-18,GBPNZD,fx,2.7083333333333335,Bullish,0.03191494124230543,-0.001029658645774978,0.01161275881365409
2025-03-18,NZDJPY,fx,-1.6666666666666665,Bearish,-0.06785833650266804,-0.030748308727771456,-0.028189791284906063
2025-03-18,NZDCAD,fx,-1.5277777777777777,Bearish,-0.05130301973470597,-0.011953868170721416,-0.013950188207280445
2025-03-18,DAX,cross-asset,-5.0,Very Bearish,-0.15925578767606985,-0.09642916757617392,-0.010473243367017271
2025-03-19,US-DOLLAR,single,-1.8055555555555556,Bearish,,,
2025-03-19,GBPUSD,fx,2.361111111111111,Bullish,-0.01459017528207407,0.020066298002599625,0.024873287750251993
2025-03-19,USDJPY,fx,-1.3194444444444444,Bearish,-0.007486810712725389,-0.043247420948284376,-0.03876474343895964
2025-03-19,USDCAD,fx,-1.7361111111111112,Bearish,-0.0167770234403376,-0.03379850808817375,-0.036326935434302876
2025-03-19,EURGBP,fx,-1.5972222222222223,Bearish,0.017904003053580864,0.020790591154158156,0.01347869650269562
2025-03-19,GBPCHF,fx,1.4583333333333335,Bullish,-0.037093861233364334,-0.04743911206186102,-0.035699882520032866
2025-03-19,GBPAUD,fx,2.0138888888888893,Bullish,0.018375142447704107,0.015347670215835718,0.01794474251813316
2025-03-19,GBPNZD,fx,2.7083333333333335,Bullish,0.016521451022180944,-0.005865338980774237,0.005265373008695118
2025-03-19,NZDJPY,fx,-1.6666666666666665,Bearish,-0.03716711917278048,-0.018369822656114643,-0.020068164750736583
2025-03-19,AUDCAD,fx,-1.3888888888888888,Bearish,-0.04772999527425781,-0.028585244694530165,-0.029321581255289053
2025-03-19,NZDCAD,fx,-2.083333333333333,Bearish,-0.04614830381266888,-0.00851395977184033,-0.01729210447313112
2025-03-19,DAX,cross-asset,-5.0,Very Bearish,-0.08307882365052677,-0.09088998318520292,0.0007163446690230391
2025-03-20,US-DOLLAR,single,-1.8055555555555556,Bearish,,,
2025-03-20,GBPUSD,fx,2.361111111111111,Bullish,-0.0004009994139237971,0.024877386717665706,0.023227119898824977
2025-03-20,USDJPY,fx,-1.3194444444444444,Bearish,-0.029188542387921346,-0.04492561694575714,-0.02305773845936665
2025-03-20,USDCAD,fx,-1.7361111111111112,Bearish,-0.0242201245566509,-0.033938894629541694,-0.03289859524673955
2025-03-20,EURGBP,fx,-1.5972222222222223,Bearish,0.03160448965443052,0.023595787661817802,0.01606521713145037
2025-03-20,GBPCHF,fx,1.4583333333333335,Bullish,-0.06590195203471838,-0.05224383372269048,-0.036905793107068874
2025-03-20,GBPAUD,fx,2.0138888888888893,Bullish,0.01203484615122985,0.012238908944266491,0.010135118720817848
2025-03-20,GBPNZD,fx,2.291666666666667,Bullish,0.002912293786514697,-0.006379521602471905,-0.0024639070907250815
2025-03-20,AUDCAD,fx,-1.3888888888888888,Bearish,-0.03562597713639437,-0.022187233193253997,-0.019814385665339773
2025-03-20,NZDCAD,fx,-1.6666666666666665,Bearish,-0.027253312624375026,-0.003652380721254178,-0.007656651943891535
2025-03-20,DAX,cross-asset,-5.0,Very Bearish,-0.09825680438826934,-0.06575868874743485,0.01074411491758931
2025-03-21,US-DOLLAR,single,-1.8055555555555556,Bearish,,,
2025-03-21,GBPUSD,fx,2.361111111111111,Bullish,0.012758874308055557,0.035404327797778024,0.02702744551542602
2025-03-21,USDJPY,fx,-1.3194444444444444,Bearish,-0.03921686827686899,-0.05682594542458708,-0.029256922396817098
2025-03-21,USDCAD,fx,-1.4583333333333335,Bearish,-0.03456059075551221,-0.03589118394928403,-0.037444703751436825
2025-03-21,EURGBP,fx,-1.5972222222222223,Bearish,0.03563791023021867,0.02765731216324374,0.016833327359831785
2025-03-21,GBPCHF,fx,1.4583333333333335,Bullish,-0.0650876145661412,-0.050452997155599366,-0.038733012606665174
2025-03-21,GBPAUD,fx,2.8472222222222223,Bullish,0.009623282511385112,0.013030313339910782,-0.0004568629071063368
2025-03-21,GBPNZD,fx,2.291666666666667,Bullish,-0.002937242546913743,-0.00970489821854692,-0.009709341853262332
2025-03-21,AUDJPY,fx,-1.8055555555555554,Bearish,-0.03605134618056671,-0.03493977191351105,-0.002821688524064614
2025-03-21,AUDCAD,fx,-1.9444444444444442,Bearish,-0.03150551013153213,-0.013519818698897956,-0.010686988979736856
2025-03-21,AUDCHF,fx,-1.3888888888888886,Bearish,-0.07417453256663398,-0.0626740443383601,-0.03862428121948558
2025-03-21,NZDCAD,fx,-1.3888888888888888,Bearish,-0.018973648385842146,0.00903101905873216,-0.0018353753403345108
2025-03-21,DAX,cross-asset,-5.0,Very Bearish,-0.0974582565160027,-0.042088615890046976,0.012499017029419246
2025-03-24,US-DOLLAR,single,-1.8055555555555556,Bearish,,,
2025-03-24,GBPUSD,fx,2.361111111111111,Bullish,0.020728035480700013,0.031540980053716305,0.02865391611260315
2025-03-24,USDJPY,fx,-1.3194444444444444,Bearish,-0.05108224533549277,-0.060759728924259404,-0.04637625365892506
2025-03-24,EURGBP,fx,-1.5972222222222223,Bearish,0.029744805132624785,0.02501675763669442,0.018349612180408092
2025-03-24,GBPCHF,fx,1.4583333333333335,Bullish,-0.05804832681137806,-0.042711495604260685,-0.04140417990067913
2025-03-24,GBPAUD,fx,2.8472222222222223,Bullish,0.01410082307531324,0.01846687012348558,8.761298424442288e-05
2025-03-24,GBPNZD,fx,2.291666666666667,Bullish,-0.0045913682277319845,-0.009497699879781774,-0.011990790646917326
2025-03-24,GBPCAD,fx,1.4583333333333335,Bullish,-0.010629033217757322,-0.004316523413623652,-0.0062097354371427604
2025-03-24,AUDJPY,fx,-1.8055555555555554,Bearish,-0.04439934035265769,-0.047782147236669736,-0.017759736141063076
2025-03-24,AUDCAD,fx,-1.3888888888888886,Bearish,-0.024096251570648652,-0.021950161790706302,-0.0059934838932069745
2025-03-24,AUDCHF,fx,-1.3888888888888886,Bearish,-0.07139763992638304,-0.060138573129804196,-0.04083216051387539
2025-03-24,DAX,cross-asset,-5.0,Very Bearish,-0.08445928230585042,-0.033594938036391686,0.020996836272744845
2025-03-25,US-DOLLAR,single,-1.8055555555555556,Bearish,,,
2025-03-25,GBPUSD,fx,2.361111111111111,Bullish,0.02184209103060364,0.02360367460151913,0.032419318699827615
2025-03-25,USDJPY,fx,-1.3194444444444444,Bearish,-0.04486456546836537,-0.04285590353084057,-0.049889556959913484
2025-03-25,EURGBP,fx,-1.5972222222222223,Bearish,0.022943541129177403,0.02399952000959993,0.019487610247794995
2025-03-25,GBPCHF,fx,1.4583333333333335,Bullish,-0.04656501927795298,-0.03618121275849984,-0.03739922888187874
2025-03-25,GBPAUD,fx,2.8472222222222223,Bullish,0.015746611627442286,0.014844995053292731,0.00279744818141503
2025-03-25,GBPNZD,fx,2.291666666666667,Bullish,-0.0061006969691596025,-0.012015180804086034,-0.013824108393778678
2025-03-25,GBPCAD,fx,1.4583333333333335,Bullish,-0.000979760635274718,-0.004563194560975314,-0.0034589339554723653
2025-03-25,AUDJPY,fx,-1.8055555555555554,Bearish,-0.038347457627118664,-0.03412076271186448,-0.020720338983050923
2025-03-25,AUDCAD,fx,-1.3888888888888886,Bearish,-0.015883072135156162,-0.018717350227853813,-0.005746359897743747
2025-03-25,AUDCHF,fx,-1.3888888888888886,Bearish,-0.061567533519301665,-0.05107531719607661,-0.040493116170250976
2025-03-25,DAX,cross-asset,-5.0,Very Bearish,-0.08156264311699102,-0.03543252654955209,0.01491441063883081
2025-03-26,US-DOLLAR,single,-1.8055555555555556,Bearish,,,
2025-03-26,GBPUSD,fx,2.361111111111111,Bullish,0.028725899917659614,0.036020010253701384,0.032337999285348085
2025-03-26,EURGBP,fx,-1.5972222222222223,Bearish,0.032040977903601275,0.02360787888966187,0.01945730668649981
2025-03-26,GBPJPY,fx,1.4583333333333335,Bullish,-0.03071633592830436,-0.01800648398620608,-0.013401614801660244
2025-03-26,GBPCHF,fx,1.4583333333333335,Bullish,-0.05372808945304952,-0.031083528191423904,-0.038326974806167535
2025-03-26,GBPAUD,fx,2.8472222222222223,Bullish,0.016568261531010986,0.01773249130496457,0.011749915617800033
2025-03-26,GBPNZD,fx,2.291666666666667,Bullish,-0.006597604028010795,-0.009985442533622435,-0.004229233351289108
2025-03-26,GBPCAD,fx,1.4583333333333335,Bullish,-0.0027396813489669603,0.003957317504063251,-0.00037507542277526174
2025-03-26,AUDJPY,fx,-1.3888888888888886,Bearish,-0.04592198019383409,-0.0349408668632486,-0.023811788579219395
2025-03-26,AUDCAD,fx,-1.3888888888888886,Bearish,-0.018547553124061866,-0.013143409947626528,-0.011620019792952463
2025-03-26,AUDCHF,fx,-1.3888888888888886,Bearish,-0.06912616469403166,-0.04858437960931028,-0.04982552073964808
2025-03-26,DAX,cross-asset,-5.0,Very Bearish,-0.07017930208282874,-0.01557827234008824,0.041132452752073334
2025-03-27,US-DOLLAR,single,-1.8055555555555556,Bearish,,,
2025-03-27,GBPUSD,fx,1.5277777777777777,Bullish,0.024455052447822423,0.027892354513293416,0.02284840339250116
2025-03-27,GBPAUD,fx,2.0138888888888884,Bullish,0.010789597970620735,0.012605717123617799,0.007342379846433156
2025-03-27,GBPNZD,fx,1.4583333333333333,Bullish,-0.015374518299091422,-0.011707161323796234,-0.005711675676155048
2025-03-27,AUDJPY,fx,-1.3888888888888886,Bearish,-0.04445776669927104,-0.03442400530085499,-0.01805866700322889
2025-03-27,AUDCAD,fx,-1.3888888888888886,Bearish,-0.019120437672699775,-0.01692319643114759,-0.011474482039217415
2025-03-27,AUDCHF,fx,-1.3888888888888886,Bearish,-0.058053818286682546,-0.04752807166159001,-0.042373339581493474
2025-03-27,DAX,cross-asset,-5.0,Very Bearish,-0.06479896215758263,-0.006870410900875479,0.04099742304433773
2025-03-28,US-DOLLAR,single,-1.8055555555555556,Bearish,,,
2025-03-28,GBPUSD,fx,1.5277777777777777,Bullish,0.02728565686547335,0.0386636984818971,0.02795813622731358
2025-03-28,GBPAUD,fx,2.0138888888888884,Bullish,0.01313479578091492,0.015785097039929807,0.007960629653223972
2025-03-28,GBPNZD,fx,1.4583333333333333,Bullish,-0.009904713033169088,-0.005949905774726427,-0.005511957319932592
2025-03-28,AUDJPY,fx,-1.3888888888888886,Bearish,-0.03824857856421704,-0.03002284924810039,-0.010585047026940853
2025-03-28,AUDCAD,fx,-1.3888888888888886,Bearish,-0.020199102262121627,-0.012066130394204677,-0.007310786187280427
2025-03-28,AUDCHF,fx,-1.3888888888888886,Bearish,-0.060668547861949196,-0.046867086317922024,-0.03720787207872078
2025-03-28,DAX,cross-asset,-5.0,Very Bearish,-0.04608362583245473,0.005204927331206921,0.0442507796269358
2025-03-31,USDCAD,fx,-1.5972222222222223,Bearish,-0.03785508697284434,-0.03859897940738888,-0.02863638259708845
2025-03-31,GBPJPY,fx,1.4583333333333333,Bullish,-0.027348388629018117,-0.015266978511611518,0.00971675805169192
2025-03-31,GBPAUD,fx,2.0138888888888884,Bullish,0.008286611293591761,0.015513813437564972,-0.00021768681156564273
2025-03-31,GBPNZD,fx,1.4583333333333333,Bullish,-0.02008574255248985,-0.00640211058590745,-0.010838738045509388
2025-03-31,CADJPY,fx,1.9444444444444444,Bullish,-0.024430733209868216,-0.013405237350426424,0.019153080709700454
2025-03-31,AUDCAD,fx,-2.5,Bearish,-0.011686273636879685,-0.017484891317655182,-0.009081904083517944
2025-03-31,AUDCHF,fx,-1.3888888888888886,Bearish,-0.06078889674041055,-0.048685474080919056,-0.025457049156565437
2025-03-31,NZDCAD,fx,-1.9444444444444444,Bearish,0.01669279380786759,0.004176260226326445,0.0017268407387449614
2025-03-31,DAX,cross-asset,-5.0,Very Bearish,-0.017797228953981614,0.03565269198206389,0.06164748675174825
2025-04-01,USDCAD,fx,-1.5972222222222223,Bearish,-0.03438702007133365,-0.03510035666829847,-0.02556122805790606
2025-04-01,GBPAUD,fx,2.0138888888888884,Bullish,0.01693737303045295,0.011528105833066071,-0.0009331350421369899
2025-04-01,GBPNZD,fx,1.4583333333333333,Bullish,-0.014764283318919214,-0.009292761706408692,-0.011503432938560265
2025-04-01,AUDJPY,fx,-1.3888888888888886,Bearish,-0.04060156782549429,-0.024731595092024605,0.016221455351056457
2025-04-01,AUDCAD,fx,-2.5,Bearish,-0.020163311684694873,-0.016086089542927784,0.004344580970735423
2025-04-01,AUDCHF,fx,-1.3888888888888886,Bearish,-0.060528451618721335,-0.04748850211921718,-0.021606997925872506
2025-04-01,NZDCAD,fx,-1.9444444444444444,Bearish,0.010124190064794814,0.0042582956999803745,0.01476290987630069
2025-04-01,DAX,cross-asset,-5.0,Very Bearish,-0.017298455003132762,0.03664090931308284,0.0573297370794803
2025-04-02,USDCAD,fx,-1.5972222222222223,Bearish,-0.02470289758312172,-0.026530138940621617,-0.01758368414024769
2025-04-02,EURGBP,fx,-1.3888888888888888,Bearish,0.02363102021231933,0.01964853355724827,0.010004198404606202
2025-04-02,EURCAD,fx,-2.0833333333333335,Bearish,0.016890754125540752,0.012363669334991112,0.011327426750602276
2025-04-02,GBPAUD,fx,1.8055555555555554,Bullish,0.008841711561567323,0.007252625867214313,-0.0009253517305530812
2025-04-02,AUDJPY,fx,-1.3888888888888886,Bearish,-0.02928776748642614,-0.012498669221760905,0.003928457361865201
2025-04-02,AUDCAD,fx,-2.5,Bearish,-0.015170782857015452,-0.013899114294000925,0.0023313923655265967
2025-04-02,AUDCHF,fx,-1.3888888888888886,Bearish,-0.04939874159410096,-0.04646005733138614,-0.02545657778498933
2025-04-02,NZDCAD,fx,-1.9444444444444444,Bearish,0.00938869439616119,0.0010649496903076816,0.00908267437021082
2025-04-02,DAX,cross-asset,-3.333333333333333,Bearish,-0.004343812297359473,0.03460778585986524,0.07146775366035318
2025-04-03,USDCAD,fx,-1.4583333333333333,Bearish,-0.017581949765857807,-0.019653753370228455,-0.009798495813821417
2025-04-03,EURGBP,fx,-1.3888888888888888,Bearish,0.011870175147339568,0.00928506207828872,-0.0034744868313391075
2025-04-03,EURCAD,fx,-2.0833333333333335,Bearish,0.012277029369839099,0.0018556806944998172,0.002273048324750615
2025-04-03,GBPAUD,fx,1.8055555555555554,Bullish,0.005412406007770709,-0.0061614443392031815,0.0032136160671139002
2025-04-03,AUDJPY,fx,-1.3888888888888886,Bearish,-0.011881959549394527,0.009609453624646935,0.00942548885931016
2025-04-03,AUDCAD,fx,-2.5,Bearish,-0.004899872177247522,-0.0014800529231044912,0.002264929473235755
2025-04-03,AUDCHF,fx,-1.3888888888888886,Bearish,-0.026861442790646284,-0.021838720953765045,-0.016061670928927407
2025-04-03,NZDCAD,fx,-1.9444444444444444,Bearish,0.01664951484857391,0.006088895422914797,0.00426345192590416
2025-04-03,DAX,cross-asset,-3.333333333333333,Bearish,0.03218804839752476,0.07028262676641739,0.11013669529879011
2025-04-04,USDCAD,fx,-1.6666666666666667,Bearish,-0.02623808318569143,-0.028269917601732364,-0.018272448606541314
2025-04-04,EURGBP,fx,-1.527777777777778,Bearish,0.004472640387942706,0.0013653323289510855,-0.010957968950459529
2025-04-04,EURJPY,fx,-1.527777777777778,Bearish,0.013592642958712764,0.009357749172581364,0.008960339785026195
2025-04-04,EURCHF,fx,-1.527777777777778,Bearish,-0.0031519628132063993,-0.01294745667377728,-0.009731817844142343
2025-04-04,EURCAD,fx,-2.6388888888888893,Bearish,0.009103681890794357,0.0032141963546779007,-0.00018605128599935572
2025-04-04,GBPAUD,fx,1.3888888888888886,Bullish,-0.02524852478686157,-0.036989299724876745,-0.029494888896179572
2025-04-04,AUDJPY,fx,-1.3888888888888886,Bearish,0.03507525790630828,0.04759005580923392,0.05054399909803253
2025-04-04,AUDCAD,fx,-2.5,Bearish,0.03092015687004679,0.04027650091352375,0.040974735543633845
2025-04-04,AUDCHF,fx,-1.3888888888888886,Bearish,0.01838433669929862,0.024416094966468682,0.031565559238418084
2025-04-04,NZDCAD,fx,-1.9444444444444444,Bearish,0.03740325660870458,0.03598351593124938,0.03187506282038388
2025-04-04,DAX,cross-asset,-3.333333333333333,Bearish,0.10062594747909426,0.1425937698664972,0.1701501295906891
2025-04-07,EURJPY,fx,-1.527777777777778,Bearish,0.005290414612211913,0.003981765745650678,0.009234967593884535
2025-04-07,EURCAD,fx,-2.2222222222222223,Bearish,0.0159228699782461,0.007626758659750044,0.008489193816211271
2025-04-07,AUDJPY,fx,-1.3888888888888886,Bearish,0.03283994206047436,0.04612529422415368,0.05809795401050155
2025-04-07,CHFJPY,fx,-1.6666666666666665,Bearish,0.00742663578055347,0.00765362543215331,0.009737274028891685
2025-04-07,AUDCAD,fx,-2.083333333333333,Bearish,0.04341805721795855,0.049696073599474255,0.05676030885493666
2025-04-07,NZDCAD,fx,-1.5277777777777777,Bearish,0.04840796651021173,0.04934669542052528,0.049169098059114624
2025-04-07,CADCHF,fx,2.3611111111111107,Bullish,-0.016726681379951147,-0.011151120919967394,-0.008944128237890592
2025-04-07,DAX,cross-asset,-3.333333333333333,Bearish,0.13276416976648586,0.17762715942929885,0.20376089114370788
2025-04-08,EURCAD,fx,-1.3888888888888886,Bearish,0.007541227081839574,0.000595360032776826,0.004897316398648099
2025-04-08,AUDJPY,fx,-1.3888888888888886,Bearish,0.04259082712121387,0.06091131505496139,0.06590781176416538
2025-04-08,CHFJPY,fx,-1.6666666666666665,Bearish,0.0011424064763427833,0.011969172422191532,0.011482054939893072
2025-04-08,AUDCAD,fx,-2.083333333333333,Bearish,0.038943614730078124,0.046099165578034285,0.05167767067989493
2025-04-08,NZDCAD,fx,-1.5277777777777777,Bearish,0.03937277371430037,0.041603813049045035,0.044886990251879366
2025-04-08,CADCHF,fx,2.3611111111111107,Bullish,0.0024268572199002136,0.0015167857624376335,0.002747067547526072
2025-04-09,EURCAD,fx,-1.3888888888888886,Bearish,0.01402372546983699,0.013673294569618966,0.018384643339217188
2025-04-09,AUDJPY,fx,-1.3888888888888886,Bearish,0.008103049653198413,0.02787625233953528,0.017472200814708794
2025-04-09,CHFJPY,fx,-1.6666666666666665,Bearish,0.0043688644433614865,0.017516071387128962,0.009312121423101116
2025-04-09,AUDCAD,fx,-2.083333333333333,Bearish,0.0193310866955958,0.028056042839996298,0.029083187148001066
2025-04-09,NZDCAD,fx,-1.5277777777777777,Bearish,0.030252291268002773,0.034469735119347256,0.035791620505589705
2025-04-09,CADCHF,fx,2.3611111111111107,Bullish,-0.01623836004080159,-0.01890362278306079,-0.02179921687341646
2025-04-10,EURCAD,fx,-1.3888888888888886,Bearish,-0.0009970026011542066,0.0012718174207031474,-0.0014891128594162195
2025-04-10,AUDJPY,fx,-1.3888888888888886,Bearish,0.032676100243818285,0.03649480633704827,0.027465737411073166
2025-04-10,CHFJPY,fx,-1.6666666666666665,Bearish,-0.000473655076383972,-0.003880547613748564,-0.00914782033064554
2025-04-10,AUDCAD,fx,-2.083333333333333,Bearish,0.016395704463402883,0.02727251822383714,0.020914296226458573
2025-04-10,NZDCAD,fx,-1.5277777777777777,Bearish,0.020145697677319552,0.027280892148791258,0.019172716613027996
2025-04-10,CADCHF,fx,2.3611111111111107,Bullish,0.01667233174711069,0.01244051665533652,0.01519374575118948
2025-04-11,US-DOLLAR,single,-1.3888888888888886,Bearish,,,
2025-04-11,USDCAD,fx,-1.3888888888888886,Bearish,-0.0029873578479477914,0.008189978641113038,-0.00911360618830448
2025-04-11,EURCAD,fx,-1.3888888888888886,Bearish,-0.00846472079766647,-0.015957142584790196,-0.009265437629878193
2025-04-11,AUDJPY,fx,-1.3888888888888886,Bearish,0.03447243535725364,0.048576307269259766,0.025579899764935465
2025-04-11,CHFJPY,fx,-1.6666666666666665,Bearish,-0.0036123673806068846,-0.0016952527234974646,-0.014165031146002316
2025-04-11,AUDCAD,fx,-2.083333333333333,Bearish,0.021495755907318115,0.021254874971323723,0.023193392980041416
2025-04-11,NZDCAD,fx,-1.5277777777777777,Bearish,0.0174697377061368,0.013405855459602822,0.0180644521812392
2025-04-11,CADCHF,fx,2.3611111111111107,Bullish,0.017791107854330912,0.02944735093130646,0.01717762137659551
2025-04-14,US-DOLLAR,single,-2.0833333333333335,Bearish,,,
2025-04-14,GBPUSD,fx,1.4583333333333335,Bullish,0.0077649289099523955,0.008765876777251158,0.028056872037914626
2025-04-14,USDCAD,fx,-1.7361111111111112,Bearish,-0.003331482509716821,0.004744838725960321,-0.009734851489432317
2025-04-14,EURCAD,fx,-1.3888888888888886,Bearish,-0.006474321911672187,-0.00980361011747799,-0.006925427756351965
2025-04-14,GBPCHF,fx,2.083333333333333,Bullish,0.017669852269975195,0.03976415357961227,0.03662512341884172
2025-04-14,GBPAUD,fx,1.8055555555555554,Bullish,-0.013818359843721484,-0.013343188734124989,0.00323500331179849
2025-04-14,AUDJPY,fx,-1.3888888888888886,Bearish,0.02787733970529671,0.05547811850081863,0.024613920969954295
2025-04-14,CHFJPY,fx,-1.6666666666666665,Bearish,-0.004302827898282291,0.0006439994072926503,-0.00926105342345529
2025-04-14,AUDCAD,fx,-2.083333333333333,Bearish,0.018549747048903997,0.027266305090925647,0.014801057381158556
2025-04-14,NZDCAD,fx,-1.5277777777777777,Bearish,0.012127461089016522,0.015012029263023585,0.011047282368537248
