as_of,symbol,cls,score,bias,r15,r21,r30
2024-05-21,CADCHF,fx,-1.666666666666667,Bearish,,,
2024-05-22,US-DOLLAR,single,-1.6666666666666665,Bearish,,,
2024-05-22,EURUSD,fx,1.6666666666666665,Bullish,,,
2024-05-22,GBPUSD,fx,1.7361111111111112,Bullish,,,
2024-05-22,USDCHF,fx,-2.916666666666667,Bearish,,,
2024-05-22,EURJPY,fx,2.5,Bullish,,,
2024-05-22,EURNZD,fx,1.9444444444444444,Bullish,,,
2024-05-22,GBPJPY,fx,2.569444444444444,Bullish,,,
2024-05-22,GBPAUD,fx,1.3194444444444444,Bullish,,,
2024-05-22,GBPNZD,fx,2.013888888888889,Bullish,,,
2024-05-22,CADJPY,fx,2.083333333333333,Bullish,,,
2024-05-22,CHFJPY,fx,3.75,Very Bullish,,,
2024-05-22,AUDCHF,fx,-2.5,Bearish,,,
2024-05-22,NZDCAD,fx,-1.5277777777777777,Bearish,,,
2024-05-22,NZDCHF,fx,-3.1944444444444446,Very Bearish,,,
2024-05-22,CADCHF,fx,-1.666666666666667,Bearish,,,
2024-05-23,US-DOLLAR,single,-1.6666666666666665,Bearish,,,
2024-05-23,EURUSD,fx,1.6666666666666665,Bullish,,,
2024-05-23,GBPUSD,fx,2.0138888888888884,Bullish,,,
2024-05-23,USDCHF,fx,-2.916666666666667,Bearish,,,
2024-05-23,EURJPY,fx,2.5,Bullish,,,
2024-05-23,EURNZD,fx,1.5277777777777777,Bullish,,,
2024-05-23,GBPJPY,fx,2.847222222222222,Bullish,,,
2024-05-23,GBPAUD,fx,1.5972222222222219,Bullish,,,
2024-05-23,GBPNZD,fx,1.8749999999999996,Bullish,,,
2024-05-23,CADJPY,fx,2.083333333333333,Bullish,,,
2024-05-23,CHFJPY,fx,3.75,Very Bullish,,,
2024-05-23,AUDCHF,fx,-2.5,Bearish,,,
2024-05-23,NZDCHF,fx,-2.7777777777777777,Bearish,,,
2024-05-23,CADCHF,fx,-1.666666666666667,Bearish,,,
2024-05-24,US-DOLLAR,single,-1.6666666666666665,Bearish,,,
2024-05-24,EURUSD,fx,1.6666666666666665,Bullish,,,
2024-05-24,GBPUSD,fx,2.0138888888888884,Bullish,,,
2024-05-24,USDCHF,fx,-2.916666666666667,Bearish,,,
2024-05-24,EURJPY,fx,2.083333333333333,Bullish,,,
2024-05-24,EURNZD,fx,1.5277777777777777,Bullish,,,
2024-05-24,GBPJPY,fx,2.4305555555555554,Bullish,,,
2024-05-24,GBPAUD,fx,1.5972222222222219,Bullish,,,
2024-05-24,GBPNZD,fx,1.8749999999999996,Bullish,,,
2024-05-24,CADJPY,fx,1.6666666666666665,Bullish,,,
2024-05-24,CHFJPY,fx,3.3333333333333335,Very Bullish,,,
2024-05-24,AUDCHF,fx,-2.5,Bearish,,,
2024-05-24,NZDCHF,fx,-2.7777777777777777,Bearish,,,
2024-05-24,CADCHF,fx,-1.666666666666667,Bearish,,,
2024-05-27,US-DOLLAR,single,-1.6666666666666665,Bearish,,,
2024-05-27,EURUSD,fx,1.6666666666666665,Bullish,,,
2024-05-27,GBPUSD,fx,1.8055555555555554,Bullish,,,
2024-05-27,USDCHF,fx,-2.916666666666667,Bearish,,,
2024-05-27,EURJPY,fx,2.083333333333333,Bullish,,,
2024-05-27,EURNZD,fx,1.5277777777777777,Bullish,,,
2024-05-27,GBPJPY,fx,2.2222222222222223,Bullish,,,
2024-05-27,GBPAUD,fx,1.3888888888888888,Bullish,,,
2024-05-27,GBPNZD,fx,1.6666666666666665,Bullish,,,
2024-05-27,CADJPY,fx,1.6666666666666665,Bullish,,,
2024-05-27,CHFJPY,fx,3.3333333333333335,Very Bullish,,,
2024-05-27,AUDCHF,fx,-2.5,Bearish,,,
2024-05-27,NZDCHF,fx,-2.7777777777777777,Bearish,,,
2024-05-27,CADCHF,fx,-1.666666666666667,Bearish,,,
2024-05-28,US-DOLLAR,single,-1.6666666666666665,Bearish,,,
2024-05-28,EURUSD,fx,1.6666666666666665,Bullish,,,
2024-05-28,GBPUSD,fx,1.8055555555555554,Bullish,,,
2024-05-28,USDCHF,fx,-2.916666666666667,Bearish,,,
2024-05-28,EURJPY,fx,2.083333333333333,Bullish,,,
2024-05-28,EURNZD,fx,1.5277777777777777,Bullish,,,
2024-05-28,GBPJPY,fx,2.2222222222222223,Bullish,,,
2024-05-28,GBPAUD,fx,1.3888888888888888,Bullish,,,
2024-05-28,GBPNZD,fx,1.6666666666666665,Bullish,,,
2024-05-28,CADJPY,fx,1.6666666666666665,Bullish,,,
2024-05-28,CHFJPY,fx,3.3333333333333335,Very Bullish,,,
2024-05-28,AUDCHF,fx,-2.5,Bearish,,,
2024-05-28,NZDCHF,fx,-2.7777777777777777,Bearish,,,
2024-05-28,CADCHF,fx,-1.666666666666667,Bearish,,,
2024-05-29,US-DOLLAR,single,-1.6666666666666665,Bearish,,,
2024-05-29,EURUSD,fx,1.6666666666666665,Bullish,,,
2024-05-29,GBPUSD,fx,1.8055555555555554,Bullish,,,
2024-05-29,USDCHF,fx,-2.916666666666667,Bearish,,,
2024-05-29,USDCAD,fx,-1.5277777777777777,Bearish,,,
2024-05-29,EURJPY,fx,2.916666666666667,Bullish,,,
2024-05-29,EURNZD,fx,1.5277777777777777,Bullish,,,
2024-05-29,GBPJPY,fx,3.0555555555555554,Very Bullish,,,
2024-05-29,GBPNZD,fx,1.6666666666666665,Bullish,,,
2024-05-29,AUDJPY,fx,2.0833333333333335,Bullish,,,
2024-05-29,NZDJPY,fx,1.3888888888888893,Bullish,,,
2024-05-29,CADJPY,fx,2.7777777777777777,Bullish,,,
2024-05-29,CHFJPY,fx,4.166666666666667,Very Bullish,,,
2024-05-29,AUDCHF,fx,-2.0833333333333335,Bearish,,,
2024-05-29,NZDCAD,fx,-1.3888888888888886,Bearish,,,
2024-05-29,NZDCHF,fx,-2.7777777777777777,Bearish,,,
2024-05-29,CADCHF,fx,-1.3888888888888893,Bearish,,,
2024-05-30,US-DOLLAR,single,-1.6666666666666665,Bearish,,,
2024-05-30,EURUSD,fx,1.6666666666666665,Bullish,,,
2024-05-30,GBPUSD,fx,1.8055555555555554,Bullish,,,
2024-05-30,USDCHF,fx,-2.916666666666667,Bearish,,,
2024-05-30,USDCAD,fx,-1.5277777777777777,Bearish,,,
2024-05-30,EURJPY,fx,2.916666666666667,Bullish,,,
2024-05-30,EURNZD,fx,1.5277777777777777,Bullish,,,
2024-05-30,GBPJPY,fx,3.0555555555555554,Very Bullish,,,
2024-05-30,GBPNZD,fx,1.6666666666666665,Bullish,,,
2024-05-30,AUDJPY,fx,2.0833333333333335,Bullish,,,
2024-05-30,NZDJPY,fx,1.3888888888888893,Bullish,,,
2024-05-30,CADJPY,fx,2.7777777777777777,Bullish,,,
2024-05-30,CHFJPY,fx,4.166666666666667,Very Bullish,,,
2024-05-30,AUDCHF,fx,-2.0833333333333335,Bearish,,,
2024-05-30,NZDCAD,fx,-1.3888888888888886,Bearish,,,
2024-05-30,NZDCHF,fx,-2.7777777777777777,Bearish,,,
2024-05-30,CADCHF,fx,-1.3888888888888893,Bearish,,,
2024-05-31,US-DOLLAR,single,-1.6666666666666665,Bearish,,,
2024-05-31,EURUSD,fx,2.083333333333333,Bullish,,,
2024-05-31,GBPUSD,fx,1.8055555555555554,Bullish,,,
2024-05-31,USDCHF,fx,-2.916666666666667,Bearish,,,
2024-05-31,USDCAD,fx,-1.5277777777777777,Bearish,,,
2024-05-31,EURJPY,fx,2.5,Bullish,,,
2024-05-31,EURNZD,fx,1.9444444444444442,Bullish,,,
2024-05-31,GBPJPY,fx,2.2222222222222223,Bullish,,,
2024-05-31,GBPNZD,fx,1.6666666666666665,Bullish,,,
2024-05-31,CADJPY,fx,1.9444444444444442,Bullish,,,
2024-05-31,CHFJPY,fx,3.3333333333333335,Very Bullish,,,
2024-05-31,AUDCHF,fx,-2.0833333333333335,Bearish,,,
2024-05-31,NZDCAD,fx,-1.3888888888888886,Bearish,,,
2024-05-31,NZDCHF,fx,-2.7777777777777777,Bearish,,,
2024-05-31,CADCHF,fx,-1.3888888888888893,Bearish,,,
2024-06-03,US-DOLLAR,single,-2.5,Bearish,,,
2024-06-03,EURUSD,fx,2.7777777777777777,Bullish,,,
2024-06-03,GBPUSD,fx,2.2222222222222223,Bullish,,,
2024-06-03,USDCHF,fx,-3.75,Very Bearish,,,
2024-06-03,USDCAD,fx,-1.9444444444444442,Bearish,,,
2024-06-03,EURJPY,fx,2.7777777777777777,Bullish,,,
2024-06-03,EURAUD,fx,1.5277777777777777,Bullish,,,
2024-06-03,EURNZD,fx,2.222222222222222,Bullish,,,
2024-06-03,GBPJPY,fx,2.2222222222222223,Bullish,,,
2024-06-03,GBPCHF,fx,-1.527777777777778,Bearish,,,
2024-06-03,GBPNZD,fx,1.6666666666666665,Bullish,,,
2024-06-03,CADJPY,fx,1.9444444444444442,Bullish,,,
2024-06-03,CHFJPY,fx,3.75,Very Bullish,,,
2024-06-03,AUDCHF,fx,-2.5,Bearish,,,
2024-06-03,NZDCAD,fx,-1.3888888888888886,Bearish,,,
2024-06-03,NZDCHF,fx,-3.194444444444444,Very Bearish,,,
2024-06-03,CADCHF,fx,-1.8055555555555558,Bearish,,,
2024-06-04,US-DOLLAR,single,-2.916666666666667,Bearish,,,
2024-06-04,EURUSD,fx,2.986111111111111,Bullish,,,
2024-06-04,GBPUSD,fx,2.638888888888889,Bullish,,,
2024-06-04,USDCHF,fx,-3.9583333333333335,Very Bearish,,,
2024-06-04,USDCAD,fx,-2.430555555555556,Bearish,,,
2024-06-04,AUDUSD,fx,1.4583333333333335,Bullish,,,
2024-06-04,EURJPY,fx,2.7777777777777777,Bullish,,,
2024-06-04,EURAUD,fx,1.5277777777777777,Bullish,,,
2024-06-04,EURNZD,fx,2.222222222222222,Bullish,,,
2024-06-04,GBPJPY,fx,2.4305555555555554,Bullish,,,
2024-06-04,GBPCHF,fx,-1.3194444444444446,Bearish,,,
2024-06-04,GBPNZD,fx,1.8749999999999996,Bullish,,,
2024-06-04,CADJPY,fx,2.2222222222222223,Bullish,,,
2024-06-04,CHFJPY,fx,3.75,Very Bullish,,,
2024-06-04,AUDCHF,fx,-2.5,Bearish,,,
2024-06-04,NZDCAD,fx,-1.6666666666666665,Bearish,,,
2024-06-04,NZDCHF,fx,-3.194444444444444,Very Bearish,,,
2024-06-04,CADCHF,fx,-1.5277777777777777,Bearish,,,
2024-06-05,US-DOLLAR,single,-2.916666666666667,Bearish,,,
2024-06-05,EURUSD,fx,2.986111111111111,Bullish,,,
2024-06-05,GBPUSD,fx,2.638888888888889,Bullish,,,
2024-06-05,USDCHF,fx,-3.541666666666667,Very Bearish,,,
2024-06-05,USDCAD,fx,-2.430555555555556,Bearish,,,
2024-06-05,AUDUSD,fx,1.4583333333333335,Bullish,,,
2024-06-05,EURJPY,fx,2.3611111111111107,Bullish,,,
2024-06-05,EURAUD,fx,1.5277777777777777,Bullish,,,
2024-06-05,EURNZD,fx,2.222222222222222,Bullish,,,
2024-06-05,GBPJPY,fx,2.0138888888888884,Bullish,,,
2024-06-05,GBPNZD,fx,1.8749999999999996,Bullish,,,
2024-06-05,CADJPY,fx,1.8055555555555554,Bullish,,,
2024-06-05,CHFJPY,fx,2.916666666666667,Bullish,,,
2024-06-05,AUDCHF,fx,-2.0833333333333335,Bearish,,,
2024-06-05,NZDCAD,fx,-1.6666666666666665,Bearish,,,
2024-06-05,NZDCHF,fx,-2.7777777777777777,Bearish,,,
2024-06-06,US-DOLLAR,single,-1.6666666666666665,Bearish,,,
2024-06-06,EURUSD,fx,1.8055555555555554,Bullish,,,
2024-06-06,GBPUSD,fx,1.8055555555555554,Bullish,,,
2024-06-06,USDCHF,fx,-2.916666666666667,Bearish,,,
2024-06-06,USDCAD,fx,-1.8055555555555554,Bearish,,,
2024-06-06,EURJPY,fx,1.8055555555555554,Bullish,,,
2024-06-06,EURAUD,fx,1.8055555555555554,Bullish,,,
2024-06-06,EURNZD,fx,1.6666666666666665,Bullish,,,
2024-06-06,GBPJPY,fx,1.8055555555555554,Bullish,,,
2024-06-06,GBPAUD,fx,1.8055555555555554,Bullish,,,
2024-06-06,GBPNZD,fx,1.6666666666666665,Bullish,,,
2024-06-06,CADJPY,fx,1.8055555555555554,Bullish,,,
2024-06-06,CHFJPY,fx,2.916666666666667,Bullish,,,
2024-06-06,AUDCAD,fx,-1.8055555555555554,Bearish,,,
2024-06-06,AUDCHF,fx,-2.916666666666667,Bearish,,,
2024-06-06,NZDCAD,fx,-1.6666666666666665,Bearish,,,
2024-06-06,NZDCHF,fx,-2.7777777777777777,Bearish,,,
2024-06-07,US-DOLLAR,single,-1.9444444444444444,Bearish,,,
2024-06-07,EURUSD,fx,1.5277777777777777,Bullish,,,
2024-06-07,GBPUSD,fx,1.9444444444444442,Bullish,,,
2024-06-07,USDCHF,fx,-1.3888888888888888,Bearish,,,
2024-06-07,USDCAD,fx,-1.9444444444444444,Bearish,,,
2024-06-07,EURJPY,fx,1.3888888888888888,Bullish,,,
2024-06-07,EURAUD,fx,1.3888888888888888,Bullish,,,
2024-06-07,GBPJPY,fx,1.8055555555555554,Bullish,,,
2024-06-07,GBPAUD,fx,1.8055555555555554,Bullish,,,
2024-06-07,GBPNZD,fx,1.6666666666666665,Bullish,,,
2024-06-07,CADJPY,fx,1.8055555555555554,Bullish,,,
2024-06-07,AUDCAD,fx,-1.8055555555555554,Bearish,,,
2024-06-07,NZDCAD,fx,-1.6666666666666665,Bearish,,,
2024-06-10,US-DOLLAR,single,-1.6666666666666665,Bearish,,,
2024-06-10,EURUSD,fx,1.3888888888888888,Bullish,,,
2024-06-10,GBPUSD,fx,1.8055555555555554,Bullish,,,
2024-06-10,EURJPY,fx,1.3888888888888888,Bullish,,,
2024-06-10,EURAUD,fx,1.3888888888888888,Bullish,,,
2024-06-10,GBPJPY,fx,1.8055555555555554,Bullish,,,
2024-06-10,GBPAUD,fx,1.8055555555555554,Bullish,,,
2024-06-10,GBPNZD,fx,1.6666666666666665,Bullish,,,
2024-06-11,US-DOLLAR,single,-1.6666666666666665,Bearish,,,
2024-06-11,EURUSD,fx,1.3888888888888888,Bullish,,,
2024-06-11,GBPUSD,fx,1.8055555555555554,Bullish,,,
2024-06-11,EURJPY,fx,1.3888888888888888,Bullish,,,
2024-06-11,EURAUD,fx,1.3888888888888888,Bullish,,,
2024-06-11,GBPJPY,fx,1.8055555555555554,Bullish,,,
2024-06-11,GBPAUD,fx,1.8055555555555554,Bullish,,,
2024-06-11,GBPNZD,fx,1.6666666666666665,Bullish,,,
2024-06-12,US-DOLLAR,single,-1.6666666666666665,Bearish,,,
2024-06-12,EURUSD,fx,1.3888888888888888,Bullish,,,
2024-06-12,GBPUSD,fx,2.083333333333333,Bullish,,,
2024-06-12,EURJPY,fx,1.3888888888888888,Bullish,,,
2024-06-12,EURAUD,fx,1.3888888888888888,Bullish,,,
2024-06-12,GBPJPY,fx,2.083333333333333,Bullish,,,
2024-06-12,GBPAUD,fx,2.083333333333333,Bullish,,,
2024-06-12,GBPNZD,fx,1.9444444444444442,Bullish,,,
2024-06-12,GBPCAD,fx,1.5277777777777777,Bullish,,,
2024-06-13,US-DOLLAR,single,-2.5,Bearish,,,
2024-06-13,EURUSD,fx,1.8055555555555556,Bullish,,,
2024-06-13,GBPUSD,fx,2.5,Bullish,,,
2024-06-13,USDCHF,fx,-1.6666666666666665,Bearish,,,
2024-06-13,EURJPY,fx,1.3888888888888888,Bullish,,,
2024-06-13,EURAUD,fx,1.3888888888888888,Bullish,,,
2024-06-13,GBPJPY,fx,2.083333333333333,Bullish,,,
2024-06-13,GBPAUD,fx,2.083333333333333,Bullish,,,
2024-06-13,GBPNZD,fx,1.9444444444444442,Bullish,,,
2024-06-13,GBPCAD,fx,1.5277777777777777,Bullish,,,
2024-06-13,GOLD,cross-asset,2.0,Bullish,,,
2024-06-13,SILVER,cross-asset,2.0,Bullish,,,
2024-06-14,US-DOLLAR,single,-3.1944444444444446,Very Bearish,,,
2024-06-14,EURUSD,fx,2.1527777777777777,Bullish,,,
2024-06-14,GBPUSD,fx,2.8472222222222223,Bullish,,,
2024-06-14,USDCAD,fx,-1.3194444444444446,Bearish,,,
2024-06-14,EURJPY,fx,1.3888888888888888,Bullish,,,
2024-06-14,EURCHF,fx,1.8055555555555556,Bullish,,,
2024-06-14,GBPJPY,fx,2.083333333333333,Bullish,,,
2024-06-14,GBPCHF,fx,2.5,Bullish,,,
2024-06-14,GBPAUD,fx,1.8055555555555556,Bullish,,,
2024-06-14,GBPNZD,fx,1.9444444444444442,Bullish,,,
2024-06-14,GBPCAD,fx,1.5277777777777777,Bullish,,,
2024-06-14,GOLD,cross-asset,2.0,Bullish,,,
2024-06-14,SILVER,cross-asset,2.0,Bullish,,,
2024-06-17,US-DOLLAR,single,-3.1944444444444446,Very Bearish,,,
2024-06-17,EURUSD,fx,2.1527777777777777,Bullish,,,
2024-06-17,GBPUSD,fx,2.8472222222222223,Bullish,,,
2024-06-17,USDCAD,fx,-1.3194444444444446,Bearish,,,
2024-06-17,EURJPY,fx,1.3888888888888888,Bullish,,,
2024-06-17,EURCHF,fx,1.8055555555555556,Bullish,,,
2024-06-17,GBPJPY,fx,2.083333333333333,Bullish,,,
2024-06-17,GBPCHF,fx,2.5,Bullish,,,
2024-06-17,GBPAUD,fx,1.8055555555555556,Bullish,,,
2024-06-17,GBPNZD,fx,1.9444444444444442,Bullish,,,
2024-06-17,GBPCAD,fx,1.5277777777777777,Bullish,,,
2024-06-17,GOLD,cross-asset,2.0,Bullish,,,
2024-06-17,SILVER,cross-asset,2.0,Bullish,,,
2024-06-18,US-DOLLAR,single,-3.1944444444444446,Very Bearish,,,
2024-06-18,EURUSD,fx,2.1527777777777777,Bullish,,,
2024-06-18,GBPUSD,fx,2.8472222222222223,Bullish,,,
2024-06-18,USDCAD,fx,-1.3194444444444446,Bearish,,,
2024-06-18,EURJPY,fx,1.3888888888888888,Bullish,,,
2024-06-18,EURCHF,fx,1.8055555555555556,Bullish,,,
2024-06-18,GBPJPY,fx,2.083333333333333,Bullish,,,
2024-06-18,GBPCHF,fx,2.5,Bullish,,,
2024-06-18,GBPAUD,fx,1.8055555555555556,Bullish,,,
2024-06-18,GBPNZD,fx,1.9444444444444442,Bullish,,,
2024-06-18,GBPCAD,fx,1.5277777777777777,Bullish,,,
2024-06-18,GOLD,cross-asset,2.0,Bullish,,,
2024-06-18,SILVER,cross-asset,2.0,Bullish,,,
2024-06-19,US-DOLLAR,single,-2.7777777777777777,Bearish,,,
2024-06-19,EURUSD,fx,1.9444444444444444,Bullish,,,
2024-06-19,GBPUSD,fx,2.638888888888889,Bullish,,,
2024-06-19,EURJPY,fx,1.3888888888888888,Bullish,,,
2024-06-19,EURCHF,fx,1.8055555555555556,Bullish,,,
2024-06-19,GBPJPY,fx,2.083333333333333,Bullish,,,
2024-06-19,GBPCHF,fx,2.5,Bullish,,,
2024-06-19,GBPAUD,fx,1.8055555555555556,Bullish,,,
2024-06-19,GBPNZD,fx,1.9444444444444442,Bullish,,,
2024-06-19,GBPCAD,fx,1.5277777777777777,Bullish,,,
2024-06-19,GOLD,cross-asset,2.0,Bullish,,,
2024-06-19,SILVER,cross-asset,2.0,Bullish,,,
2024-06-20,US-DOLLAR,single,-2.7777777777777777,Bearish,,,
2024-06-20,EURUSD,fx,1.9444444444444444,Bullish,,,
2024-06-20,GBPUSD,fx,2.083333333333333,Bullish,,,
2024-06-20,NZDUSD,fx,1.5277777777777777,Bullish,,,
2024-06-20,EURJPY,fx,1.3888888888888888,Bullish,,,
2024-06-20,EURCHF,fx,1.8055555555555556,Bullish,,,
2024-06-20,GBPJPY,fx,1.5277777777777777,Bullish,,,
2024-06-20,GBPCHF,fx,1.9444444444444442,Bullish,,,
2024-06-20,NZDCHF,fx,1.3888888888888888,Bullish,,,
2024-06-20,GOLD,cross-asset,2.0,Bullish,,,
2024-06-20,SILVER,cross-asset,2.0,Bullish,,,
2024-06-21,US-DOLLAR,single,-2.2222222222222223,Bearish,,,
2024-06-21,EURUSD,fx,1.6666666666666667,Bullish,,,
2024-06-21,GBPUSD,fx,1.8055555555555554,Bullish,,,
2024-06-21,EURJPY,fx,1.8055555555555556,Bullish,,,
2024-06-21,EURCHF,fx,1.8055555555555556,Bullish,,,
2024-06-21,GBPJPY,fx,1.9444444444444442,Bullish,,,
2024-06-21,GBPCHF,fx,1.9444444444444442,Bullish,,,
2024-06-21,NZDJPY,fx,1.3888888888888888,Bullish,,,
2024-06-21,NZDCHF,fx,1.3888888888888888,Bullish,,,
2024-06-21,NIKKEI,cross-asset,3.333333333333333,Bullish,,,
2024-06-21,GOLD,cross-asset,2.0,Bullish,,,
2024-06-21,SILVER,cross-asset,2.0,Bullish,,,
2024-06-24,US-DOLLAR,single,-2.2222222222222223,Bearish,,,
2024-06-24,EURUSD,fx,1.6666666666666667,Bullish,,,
2024-06-24,GBPUSD,fx,2.2222222222222223,Bullish,,,
2024-06-24,EURJPY,fx,1.8055555555555556,Bullish,,,
2024-06-24,EURCHF,fx,1.8055555555555556,Bullish,,,
2024-06-24,GBPJPY,fx,2.361111111111111,Bullish,,,
2024-06-24,GBPCHF,fx,2.361111111111111,Bullish,,,
2024-06-24,GBPAUD,fx,1.6666666666666667,Bullish,,,
2024-06-24,GBPCAD,fx,1.3888888888888888,Bullish,,,
2024-06-24,NZDJPY,fx,1.3888888888888888,Bullish,,,
2024-06-24,NZDCHF,fx,1.3888888888888888,Bullish,,,
2024-06-24,NIKKEI,cross-asset,3.333333333333333,Bullish,,,
2024-06-24,GOLD,cross-asset,2.0,Bullish,,,
2024-06-24,SILVER,cross-asset,2.0,Bullish,,,
2024-06-25,US-DOLLAR,single,-2.2222222222222223,Bearish,,,
2024-06-25,EURUSD,fx,1.6666666666666667,Bullish,,,
2024-06-25,GBPUSD,fx,2.2222222222222223,Bullish,,,
2024-06-25,EURJPY,fx,1.8055555555555556,Bullish,,,
2024-06-25,EURCHF,fx,1.8055555555555556,Bullish,,,
2024-06-25,GBPJPY,fx,2.361111111111111,Bullish,,,
2024-06-25,GBPCHF,fx,2.361111111111111,Bullish,,,
2024-06-25,GBPAUD,fx,1.6666666666666667,Bullish,,,
2024-06-25,GBPCAD,fx,1.3888888888888888,Bullish,,,
2024-06-25,NZDJPY,fx,1.3888888888888888,Bullish,,,
2024-06-25,NZDCHF,fx,1.3888888888888888,Bullish,,,
2024-06-25,NIKKEI,cross-asset,3.333333333333333,Bullish,,,
2024-06-25,GOLD,cross-asset,2.0,Bullish,,,
2024-06-25,SILVER,cross-asset,2.0,Bullish,,,
2024-06-26,US-DOLLAR,single,-2.2222222222222223,Bearish,,,
2024-06-26,EURUSD,fx,1.6666666666666667,Bullish,,,
2024-06-26,GBPUSD,fx,2.2222222222222223,Bullish,,,
2024-06-26,EURCHF,fx,1.8055555555555556,Bullish,,,
2024-06-26,GBPJPY,fx,1.5277777777777777,Bullish,,,
2024-06-26,GBPCHF,fx,2.361111111111111,Bullish,,,
2024-06-26,GBPAUD,fx,1.6666666666666667,Bullish,,,
2024-06-26,NZDCHF,fx,1.3888888888888888,Bullish,,,
2024-06-26,GOLD,cross-asset,2.0,Bullish,,,
2024-06-26,SILVER,cross-asset,2.0,Bullish,,,
2024-06-27,US-DOLLAR,single,-2.2222222222222223,Bearish,,,
2024-06-27,EURUSD,fx,1.6666666666666667,Bullish,,,
2024-06-27,GBPUSD,fx,2.2222222222222223,Bullish,,,
2024-06-27,USDJPY,fx,-1.5277777777777777,Bearish,,,
2024-06-27,EURCHF,fx,1.8055555555555556,Bullish,,,
2024-06-27,GBPCHF,fx,2.361111111111111,Bullish,,,
2024-06-27,GBPAUD,fx,1.6666666666666667,Bullish,,,
2024-06-27,CHFJPY,fx,-1.6666666666666665,Bearish,,,
2024-06-27,NZDCHF,fx,1.3888888888888888,Bullish,,,
2024-06-27,GOLD,cross-asset,2.0,Bullish,,,
2024-06-27,SILVER,cross-asset,2.0,Bullish,,,
2024-06-28,US-DOLLAR,single,-2.2222222222222223,Bearish,,,
2024-06-28,EURUSD,fx,1.6666666666666667,Bullish,,,
2024-06-28,GBPUSD,fx,2.2222222222222223,Bullish,,,
2024-06-28,USDJPY,fx,-1.5277777777777777,Bearish,,,
2024-06-28,EURCHF,fx,1.8055555555555556,Bullish,,,
2024-06-28,GBPCHF,fx,2.361111111111111,Bullish,,,
2024-06-28,GBPAUD,fx,1.6666666666666667,Bullish,,,
2024-06-28,CHFJPY,fx,-1.6666666666666665,Bearish,,,
2024-06-28,NZDCHF,fx,1.3888888888888888,Bullish,,,
2024-06-28,GOLD,cross-asset,2.0,Bullish,,,
2024-06-28,SILVER,cross-asset,2.0,Bullish,,,
2024-07-01,US-DOLLAR,single,-1.3888888888888888,Bearish,,,
2024-07-01,GBPUSD,fx,1.8055555555555556,Bullish,,,
2024-07-01,EURCHF,fx,1.8055555555555556,Bullish,,,
2024-07-01,GBPCHF,fx,2.361111111111111,Bullish,,,
2024-07-01,GBPAUD,fx,1.6666666666666667,Bullish,,,
2024-07-01,CHFJPY,fx,-1.6666666666666665,Bearish,,,
2024-07-01,NZDCHF,fx,1.3888888888888888,Bullish,,,
2024-07-01,CADCHF,fx,1.8055555555555556,Bullish,,,
2024-07-01,GOLD,cross-asset,2.0,Bullish,,,
2024-07-01,SILVER,cross-asset,2.0,Bullish,,,
2024-07-02,GBPUSD,fx,1.3888888888888888,Bullish,,,
2024-07-02,USDCHF,fx,1.5972222222222223,Bullish,,,
2024-07-02,EURCHF,fx,2.6388888888888893,Bullish,,,
2024-07-02,GBPCHF,fx,2.986111111111111,Bullish,,,
2024-07-02,GBPAUD,fx,1.4583333333333335,Bullish,,,
2024-07-02,CHFJPY,fx,-2.5,Bearish,,,
2024-07-02,AUDCHF,fx,1.527777777777778,Bullish,,,
2024-07-02,NZDCHF,fx,2.2222222222222223,Bullish,,,
2024-07-02,CADCHF,fx,2.6388888888888893,Bullish,,,
2024-07-02,GOLD,cross-asset,2.0,Bullish,,,
2024-07-02,SILVER,cross-asset,2.0,Bullish,,,
2024-07-03,GBPUSD,fx,1.3888888888888888,Bullish,,,
2024-07-03,USDCHF,fx,1.5972222222222223,Bullish,,,
2024-07-03,EURCHF,fx,1.9444444444444446,Bullish,,,
2024-07-03,GBPCHF,fx,2.986111111111111,Bullish,,,
2024-07-03,GBPAUD,fx,1.4583333333333335,Bullish,,,
2024-07-03,CHFJPY,fx,-2.5,Bearish,,,
2024-07-03,AUDCHF,fx,1.527777777777778,Bullish,,,
2024-07-03,NZDCHF,fx,2.2222222222222223,Bullish,,,
2024-07-03,CADCHF,fx,2.6388888888888893,Bullish,,,
2024-07-03,GOLD,cross-asset,2.0,Bullish,,,
2024-07-03,SILVER,cross-asset,2.0,Bullish,,,
2024-07-04,US-DOLLAR,single,-2.2222222222222223,Bearish,,,
2024-07-04,EURUSD,fx,1.5277777777777777,Bullish,,,
2024-07-04,GBPUSD,fx,2.013888888888889,Bullish,,,
2024-07-04,USDJPY,fx,-1.5277777777777777,Bearish,,,
2024-07-04,USDCAD,fx,-1.6666666666666667,Bearish,,,
2024-07-04,EURCHF,fx,2.5,Bullish,,,
2024-07-04,GBPCHF,fx,2.986111111111111,Bullish,,,
2024-07-04,GBPAUD,fx,1.4583333333333335,Bullish,,,
2024-07-04,CHFJPY,fx,-2.5,Bearish,,,
2024-07-04,AUDCHF,fx,1.527777777777778,Bullish,,,
2024-07-04,NZDCHF,fx,2.2222222222222223,Bullish,,,
2024-07-04,CADCHF,fx,2.6388888888888893,Bullish,,,
2024-07-04,GOLD,cross-asset,3.0,Bullish,,,
2024-07-04,SILVER,cross-asset,3.0,Bullish,,,
